yogafire 2017-04-12 00:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  1   2940 1344536 377484 789916    0    0     1     0    0    0  0  0 99  0
 0  0   2940 1350832 377488 789896    0    0     0    16  131   88  0  0 100  0
 0  0   2940 1348552 377504 789904    0    0     0    26  153  112  0  0 99  0
 0  0   2940 1348436 377508 789900    0    0     0    10  113   76  0  0 100  0
 0  0   2940 1348436 377516 789896    0    0     0     5   92   71  0  0 100  0
 0  0   2940 1347196 377520 789900    0    0     0    10  128   86  0  1 99  0
 0  0   2940 1347320 377520 789900    0    0     0     1  107   75  0  0 100  0
 0  0   2940 1347320 377520 789900    0    0     0     4   99   74  0  0 100  0
 0  0   2940 1346436 377540 789920    0    0     0    21  160  118  0  1 99  0
 0  0   2940 1349196 377540 789920    0    0     0    15  114   72  0  0 100  0
 0  0   2940 1348312 377544 789920    0    0     0     5  127   92  0  0 99  0
 0  0   2940 1346172 377564 790180    0    0     0   100  162  123  1  0 99  0
 2  0   2940 1345504 377572 790180    0    0     0    14   89   72  0  0 100  0
 0  0   2940 1345676 377572 790184    0    0     0     8   91   71  0  0 100  0
 0  0   2940 1345676 377584 790216    0    0     0    12  130   98  1  0 99  0
 1  0   2940 1346228 377596 790220    0    0     0    27  110   88  0  0 100  0
 0  0   2940 1346228 377600 790220    0    0     0     2   76   66  0  0 100  0
 0  0   2940 1346228 377608 790220    0    0     0    17  115   88  0  1 99  0
 0  0   2940 1347228 377612 790220    0    0     0     1   88   69  0  0 100  0
 2  0   2940 1345560 377620 790360    0    0     0    20  208  120  4  0 96  0
 0  0   2940 1343824 377644 790388    0    0     1   291  304  134 10  1 89  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 1343088 377656 790388    0    0     0    11  128   86  0  2 98  0
 0  0   2940 1343212 377656 790388    0    0     0    13   94   75  0  0 100  0
 1  0   2940 1343212 377656 790388    0    0     0     1   88   69  0  0 100  0
 0  0   2940 1343212 377656 790388    0    0     0     4   88   71  0  0 100  0
 0  0   2940 1343212 377660 790388    0    0     0     5  116   89  0  1 99  0
 0  0   2940 1344576 377660 790388    0    0     0     1  102   69  0  0 100  0
 1  0   2940 1345436 377684 790444    0    0     0    41  191  124  2  0 98  0
 0  0   2940 1340628 377708 790480    0    0     0    55  304  263  0  1 99  0
 0  0   2940 1339264 377736 790524    0    0     0    61  150  101  0  1 99  0
 0  0   2940 1339264 377744 790528    0    0     0     5  119   77  0  0 100  0
 0  0   2940 1339264 377744 790528    0    0     0     2   97   67  0  0 100  0
 0  0   2940 1338264 377748 790528    0    0     0    11  127   95  0  0 100  0
 0  0   2940 1336768 377752 790532    0    0     0     9  129   91  0  1 99  0
 0  0   2940 1337280 377756 790532    0    0     0     9  109   82  0  0 100  0
 1  0   2940 1339040 377756 790544    0    0     0     4  126   94  0  0 100  0
 0  0   2940 1339304 377764 790548    0    0     0     5  129   93  0  0 100  0
