yogafire 2017-04-22 00:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 1591308 416824 521904    0    0     5     8    3   27  0  0 99  0
 0  0      0 1591788 416828 521924    0    0     0    14   88   82  0  0 100  0
 0  0      0 1591788 416832 521924    0    0     0     2   64   68  0  0 100  0
 0  0      0 1591648 416840 521932    0    0     0    21   68   72  0  0 100  0
 0  0      0 1588740 416840 521908    0    0     0     4  132  131  0  0 99  0
 0  0      0 1585972 416868 522004    0    0     0    78  224  186  0  1 99  0
 0  0      0 1584964 416880 522020    0    0     0    29  107  100  1  0 99  0
 0  0      0 1584964 416884 522020    0    0     0    24   55   68  0  0 100  0
 0  0      0 1584204 416892 522020    0    0     0     6  110  114  0  1 99  0
 0  0      0 1584220 416896 522020    0    0     0    10   57   66  0  0 100  0
 0  0      0 1584220 416900 522020    0    0     0     2   59   68  0  0 100  0
 0  0      0 1584640 416920 522060    0    0     0    34  121  106  1  0 99  0
 2  0      0 1587920 416920 522060    0    0     0    10   88   81  0  0 100  0
 0  0      0 1588044 416920 522060    0    0     0    10   71   82  0  0 100  0
 0  0      0 1588044 416920 522060    0    0     0     1   55   65  0  0 100  0
 0  0      0 1588044 416924 522060    0    0     0     8   51   67  0  0 100  0
 0  0      0 1588044 416928 522060    0    0     0     1   70   84  0  0 100  0
 0  0      0 1588384 416932 522108    0    0     0    49  140  122  1  1 98  0
 0  0      0 1588764 416936 522108    0    0     0     1   57   63  0  0 100  0
 0  0      0 1588764 416940 522108    0    0     0    11   55   67  0  0 100  0
 0  0      0 1588764 416944 522108    0    0     0     1   60   73  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1588516 416952 522108    0    0     0     9   97  112  0  1 99  0
 0  0      0 1588516 416956 522108    0    0     0     5   56   68  0  0 100  0
 0  0      0 1588516 416956 522108    0    0     0     2   54   73  0  0 100  0
 3  0      0 1588104 416960 522088    0    0     0    23  174  159  0  1 99  0
 0  0      0 1586600 416976 522196    0    0     0    58  236  201  0  1 99  0
 0  0      0 1584460 416988 522200    0    0     0    17  106  103  0  0 99  0
