yogafire 2017-04-03 00:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  1   2928 1766660 364032 453236    0    0     0     1    0    1  0  0 99  0
 0  0   2928 1766660 364040 453252    0    0     0    12  110   79  0  0 100  0
 0  0   2928 1766660 364044 453252    0    0     0     4   79   66  0  0 100  0
 0  0   2928 1766660 364044 453252    0    0     0     3   80   68  0  0 100  0
 0  0   2928 1766868 364048 453252    0    0     0     4  111   85  0  1 99  0
 0  0   2928 1766784 364048 453252    0    0     0     5   93   76  0  0 100  0
 0  0   2928 1767668 364052 453252    0    0     0     1   82   68  0  0 100  0
 0  0   2928 1767668 364056 453252    0    0     0     4   85   75  0  0 100  0
 0  0   2928 1763712 364068 453292    0    0     0    17  198  133  1  1 98  0
 0  0   2928 1763760 364072 453296    0    0     0    32  116   94  0  0 99  0
 0  0   2928 1763760 364080 453296    0    0     0    13   72   68  0  0 100  0
 0  0   2928 1763760 364084 453296    0    0     0     4   76   65  0  0 100  0
 2  0   2928 1762620 364108 453332    0    0     0    49  203  153  1  1 98  0
 0  0   2928 1763788 363604 453336    0    0     0    22  107   77  0  0 99  0
 0  0   2928 1764548 363612 453336    0    0     0     5   88   72  0  0 100  0
 0  0   2928 1765332 363636 453364    0    0     0    45  129   92  1  0 99  0
 0  0   2928 1765332 363644 453364    0    0     0     1   89   76  0  0 100  0
 0  0   2928 1765084 363656 453364    0    0     0     6  100   80  0  1 99  0
 0  0   2928 1765084 363660 453364    0    0     0     5   74   72  0  0 100  0
 0  0   2928 1764680 363692 453396    0    0     0    37  186  147  2  1 98  0
 0  0   2928 1764176 363732 453420    0    0     0    33  167  123  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2928 1762944 363744 453424    0    0     0    35  136  101  0  2 98  0
 0  0   2928 1762944 363748 453424    0    0     0     5   63   62  0  0 100  0
 0  0   2928 1762944 363752 453424    0    0     0     8   68   63  0  0 100  0
 0  0   2928 1762944 363760 453424    0    0     0     2   78   66  0  0 100  0
 0  0   2928 1763068 363760 453424    0    0     0     5   92   79  0  1 99  0
 0  0   2928 1763448 363764 453424    0    0     0     4   70   63  0  0 100  0
 0  0   2928 1765640 363772 453460    0    0     0    29  171  123  1  0 99  0
 0  0   2928 1765012 363776 453460    0    0     0     5  116   90  0  1 99  0
 0  0   2928 1765020 363784 453460    0    0     0    14   83   85  0  0 100  0
 0  0   2928 1765020 363792 453460    0    0     0     6   67   79  0  0 100  0
 0  0   2928 1765020 363804 453452    0    0     0     4   95   99  0  0 100  0
 0  0   2928 1764856 363812 453460    0    0     0     5  102   87  0  1 99  0
 0  0   2928 1764896 363816 453460    0    0     0     5   82   76  0  0 100  0
 0  0   2928 1766796 363820 453460    0    0     0     6   85   71  0  0 100  0
 0  0   2928 1766796 363828 453460    0    0     0     1   79   72  0  0 100  0
 4  0   2928 1764912 363832 453460    0    0     0     1  111   92  0  2 98  0
 0  0   2928 1766044 363844 453492    0    0     0    25  177  145  1  0 99  0
