yogafire 2017-04-10 00:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   2940 256064 360596 1940168    0    0     1     0    1    1  0  0 99  0
 0  0   2940 256064 360596 1940188    0    0     0     6   83   88  0  0 100  0
 0  0   2940 256064 360600 1940188    0    0     0     1   66   83  0  0 100  0
 0  0   2940 256064 360600 1940188    0    0     0     8   67  102  0  0 100  0
 0  0   2940 254792 360608 1940192    0    0     0     1  100  107  0  1 99  0
 0  0   2940 254684 360608 1940192    0    0     0    12   72   73  0  0 100  0
 0  0   2940 254808 360608 1940192    0    0     0     2   69   79  0  0 100  0
 0  0   2940 254808 360608 1940192    0    0     0     2   57   70  0  0 100  0
 0  0   2940 251256 360616 1940216    0    0     0    42  231  215  0  1 99  0
 0  0   2940 251024 360616 1940216    0    0     0     6   71   71  0  0 100  0
 0  0   2940 251024 360616 1940216    0    0     0    15   67   71  0  0 100  0
 0  0   2940 252156 360624 1940216    0    0     0     1   62   73  0  0 100  0
 3  0   2940 251908 360628 1940216    0    0     0     1   64   69  0  0 99  0
 0  0   2940 252032 360632 1940216    0    0     0     9   70   68  0  0 100  0
 0  0   2940 252668 360636 1940216    0    0     0     1   70   74  0  0 100  0
 0  0   2940 252016 360652 1940252    0    0     0    35  153  152  1  0 98  0
 0  0   2940 252016 360660 1940252    0    0     0    10   65   75  0  0 100  0
 0  0   2940 252140 360672 1940252    0    0     0    10  117  112  0  1 99  0
 0  0   2940 252140 360676 1940252    0    0     0     1   71   79  0  0 100  0
 0  0   2940 252140 360680 1940252    0    0     0     7   61   86  0  0 100  0
 0  0   2940 251912 360692 1940252    0    0     0     3   87   98  0  2 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 252264 360696 1940252    0    0     0     9   80   76  0  0 100  0
 0  0   2940 254288 360708 1940252    0    0     0     3   80   67  0  0 100  0
 0  0   2940 254288 360712 1940252    0    0     0     1   53   73  0  0 100  0
 0  0   2940 255412 360720 1940252    0    0     0     2   78   98  0  0 100  0
 0  0   2940 253256 360752 1940280    0    0     0    34  191  171  1  1 98  0
 0  0   2940 253132 360756 1940280    0    0     0     6   80   96  0  0 100  0
 0  0   2940 253132 360764 1940280    0    0     0    14   60   68  0  0 100  0
 0  0   2940 249736 360780 1940292    0    0     0    29  169  170  0  1 99  0
 0  0   2940 249736 360780 1940292    0    0     0    20   69   70  0  0 100  0
 0  0   2940 249736 360796 1940300    0    0     0    13   78   93  0  0 100  0
 0  0   2940 249736 360804 1940300    0    0     0     1   58   81  0  0 100  0
 0  0   2940 252092 360820 1940300    0    0     0     7   93   75  0  1 99  0
 0  0   2940 252256 360820 1940300    0    0     0     5   71   74  0  0 100  0
 0  0   2940 252636 360828 1940300    0    0     0     5   77   92  0  0 100  0
 0  0   2940 251496 360852 1940320    0    0     0    39  163  148  1  0 98  0
 0  0   2940 251256 360856 1940320    0    0     0     1   81   84  0  1 99  0
 0  0   2940 251256 360872 1940328    0    0     0    20   85  100  0  0 100  0
 0  0   2940 251256 360876 1940328    0    0     0     1   65   76  0  0 100  0
 0  0   2940 251256 360884 1940328    0    0     0     8   50   68  0  0 100  0
 3  0   2940 251256 360888 1940328    0    0     0     1   58   68  0  0 100  0
 0  0   2940 251380 360896 1940328    0    0     0     5  100   82  0  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 253536 360900 1940328    0    0     0     4   75   64  0  0 100  0
 0  0   2940 254660 360900 1940328    0    0     0     1   51   55  0  0 100  0
 0  0   2940 255396 360900 1940328    0    0     0     1   67   63  0  1 99  0
 0  0   2940 255148 360908 1940328    0    0     0    10   88   83  0  0 100  0
 0  0   2940 254644 360916 1940332    0    0     0     2   85   80  0  0 100  0
 0  0   2940 254652 360916 1940332    0    0     0     6   61   70  0  0 100  0
 2  0   2940 252868 360928 1940348    0    0     0    21  153  172  0  0 99  0
 0  0   2940 252512 360932 1940356    0    0     0     4   88   83  0  0 99  0
 0  0   2940 252512 360936 1940356    0    0     0    15   72   79  0  0 100  0
 0  0   2940 252512 360944 1940356    0    0     0     2   58   83  0  0 100  0
 0  0   2940 253396 360948 1940356    0    0     0     1   73  102  0  0 100  0
 0  0   2940 253520 360952 1940356    0    0     0     8   92   85  0  1 99  0
 0  0   2940 253644 360956 1940356    0    0     0     1   60   58  0  0 100  0
 0  0   2940 255412 360960 1940356    0    0     0     1   49   53  0  0 100  0
 0  0   2940 254100 360964 1940360    0    0     0     1  100   98  0  1 99  0
 0  0   2940 254156 360968 1940360    0    0     0     6   76   97  0  0 100  0
 0  0   2940 254280 360968 1940360    0    0     0     1   58   67  0  0 100  0
 0  0   2940 254280 360976 1940360    0    0     0     6   51   73  0  0 100  0
 0  0   2940 253628 360980 1940360    0    0     0     1   78   80  0  2 98  0
 0  0   2940 254032 360984 1940364    0    0     0    10   73   71  0  0 100  0
 0  0   2940 254032 360984 1940364    0    0     0     3   80   89  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 255288 360984 1940364    0    0     0     2   66   85  0  0 100  0
 0  0   2940 255340 360984 1940364    0    0     0     3   81   86  0  1 99  0
 0  0   2940 255536 360988 1940364    0    0     0     5   75   92  0  0 100  0
 0  0   2940 255660 360992 1940364    0    0     0     1   79   98  0  0 100  0
 0  0   2940 255660 360992 1940364    0    0     0     4   54   65  0  0 100  0
 0  0   2940 254008 361000 1940372    0    0     0    13  132  134  0  1 99  0
 0  0   2940 253776 361000 1940376    0    0     0    15   72   88  0  0 100  0
 0  0   2940 252248 361004 1940432    0    0     0    23  154  137  1  0 98  0
 0  0   2940 251908 361016 1940396    0    0     0    21   84   90  0  0 100  0
 0  0   2940 251272 361020 1940396    0    0     0    15   84   96  0  1 99  0
 0  0   2940 250916 361028 1940396    0    0     0     7   75   86  0  0 100  0
 0  0   2940 251040 361032 1940396    0    0     0     7   75   80  0  0 100  0
 0  0   2940 251420 361036 1940396    0    0     0     2   49   53  0  0 100  0
 2  0   2940 251264 361040 1940396    0    0     0     1   57   62  0  0 100  0
 0  0   2940 253560 361044 1940396    0    0     0     8  103   75  0  0 99  0
 0  0   2940 255072 361048 1940396    0    0     0     1   73   72  0  0 100  0
 0  0   2940 255072 361048 1940396    0    0     0     1   56   83  0  0 100  0
yogafire 2017-04-10 00:20:02
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   2940 253848 361052 1940396    0    0     1     0    1    1  0  0 99  0
 0  0   2940 253568 361056 1940396    0    0     0     5   87   89  0  0 100  0
 0  0   2940 253692 361060 1940396    0    0     0     1   68   75  0  0 100  0
 0  0   2940 253692 361064 1940396    0    0     0     6   57   78  0  0 100  0
 0  0   2940 253692 361068 1940396    0    0     0     1   74   68  0  1 99  0
 0  0   2940 253816 361072 1940396    0    0     0    10   73   75  0  0 100  0
 2  0   2940 252156 361084 1940404    0    0     0    19  163  128  1  1 98  0
 0  0   2940 250652 361108 1940428    0    0     0    29  142  140  0  1 99  0
 0  0   2940 249464 361108 1940424    0    0     0    19   99   99  0  1 99  0
 0  0   2940 249528 361120 1940428    0    0     0    16   77   82  0  0 100  0
 0  0   2940 249652 361124 1940428    0    0     0     1   71   85  0  0 100  0
 0  0   2940 249652 361124 1940428    0    0     0    10   60   84  0  0 100  0
 0  0   2940 249256 361124 1940428    0    0     0     1   80   80  0  1 99  0
 1  0   2940 252684 361136 1940436    0    0     0    10  110   91  0  0 100  0
 0  0   2940 252304 361144 1940436    0    0     0     3   89   98  0  0 100  0
 0  0   2940 252684 361152 1940436    0    0     0     5   62   67  0  0 100  0
 0  0   2940 253196 361156 1940436    0    0     0     1   92   91  0  1 99  0
 0  0   2940 253196 361164 1940436    0    0     0     5   71   70  0  0 100  0
 0  0   2940 253444 361168 1940436    0    0     0     4   71   90  0  0 100  0
 0  0   2940 253444 361172 1940436    0    0     0     1   55   84  0  0 100  0
 0  0   2940 253948 361180 1940436    0    0     0     1   87   93  0  2 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 254328 361188 1940440    0    0     0     9   84   89  0  0 100  0
 0  0   2940 254452 361192 1940440    0    0     0     2   68   67  0  0 100  0
 0  0   2940 254452 361192 1940440    0    0     0     2   51   56  0  0 100  0
 0  0   2940 254684 361196 1940440    0    0     0     3   79   75  0  1 99  0
 0  0   2940 254312 361208 1940444    0    0     0     9   91  105  0  0 100  0
 0  0   2940 254188 361208 1940444    0    0     0     2   65   65  0  0 100  0
 0  0   2940 254188 361208 1940444    0    0     0     9   66   83  0  0 100  0
 0  0   2940 249652 361216 1940476    0    0     0    35  214  168  0  1 98  0
 0  0   2940 249668 361220 1940476    0    0     0    21   69   61  0  0 100  0
 0  0   2940 249668 361220 1940476    0    0     0     4   68   70  0  0 100  0
 0  0   2940 249668 361224 1940476    0    0     0     3   57   80  0  0 100  0
 2  0   2940 249428 361228 1940476    0    0     0     3   95  113  0  1 99  0
 0  0   2940 249676 361232 1940476    0    0     0     6   79   91  0  0 100  0
 0  0   2940 251172 361240 1940476    0    0     0     2   80   86  0  0 100  0
 0  0   2940 251460 361256 1940508    0    0     0    40  158  148  1  0 99  0
 0  0   2940 250932 361260 1940508    0    0     0     4   82   96  0  1 99  0
 0  0   2940 250964 361264 1940512    0    0     0    18   89  104  0  0 100  0
 0  0   2940 250964 361264 1940512    0    0     0     1   82   91  0  0 100  0
 0  0   2940 250964 361264 1940512    0    0     0     6   53   75  0  0 100  0
 0  0   2940 250716 361268 1940512    0    0     0     1   87   90  0  1 99  0
 0  0   2940 251088 361272 1940512    0    0     0     5   72   61  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 253236 361276 1940512    0    0     0     4   80   70  0  0 100  0
 0  0   2940 253236 361280 1940512    0    0     0     1   50   65  0  0 100  0
 3  0   2940 254476 361280 1940512    0    0     0     2   80   88  0  1 99  0
 0  0   2940 254484 361280 1940516    0    0     0     5   74   89  0  0 100  0
 0  0   2940 254608 361288 1940516    0    0     0     1   64   62  0  0 100  0
 0  0   2940 254608 361292 1940516    0    0     0     5   47   51  0  0 100  0
 0  0   2940 254228 361292 1940516    0    0     0     3   85   71  0  1 99  0
 0  0   2940 254360 361300 1940516    0    0     0    10   66   68  0  0 100  0
 0  0   2940 253352 361304 1940524    0    0     0     4   93  102  0  0 100  0
 0  0   2940 251924 361328 1940556    0    0     0    26  130  135  1  0 99  0
 0  0   2940 251304 361336 1940580    0    0     0    44  137  120  1  1 98  0
 0  0   2940 251180 361336 1940580    0    0     0     9   73   92  0  0 100  0
 0  0   2940 251180 361340 1940580    0    0     0     9   77  100  0  0 100  0
 0  0   2940 251180 361344 1940580    0    0     0     1   58   76  0  0 100  0
 0  0   2940 251056 361348 1940580    0    0     0     1   86   92  0  1 99  0
 0  0   2940 251312 361348 1940580    0    0     0     8   67   60  0  0 100  0
 0  0   2940 253056 361352 1940580    0    0     0     1   78   69  0  0 100  0
 0  0   2940 253832 361356 1940580    0    0     0     1   58   71  0  0 100  0
 9  1   2940 253088 361364 1940584    0    0     0     3   73   78  0  1 99  0
 0  0   2940 252644 361456 1939624    0    0    33   105  298  302  2  7 91  1
 0  0   2940 249984 361480 1939648    0    0     0    30  143  116  1  0 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0   2940 249604 361488 1939648    0    0     0    30   92  116  0  0 100  0
 0  0   2940 247448 361532 1939704    0    0     0    64  223  201  2  1 97  0
 0  0   2940 247232 361532 1939708    0    0     0    23   79   90  0  0 100  0
 0  0   2940 247356 361536 1939708    0    0     0     1   71   94  0  0 100  0
 0  0   2940 247488 361540 1939708    0    0     0     2   66   96  0  0 100  0
 0  0   2940 246836 361556 1939732    0    0     0    28  159  151  0  1 99  0
 0  0   2940 247364 361560 1939732    0    0     0     6   75   64  0  0 100  0
 0  0   2940 249256 361572 1939732    0    0     0    18   72   68  0  0 100  0
 0  0   2940 251280 361576 1939732    0    0     0     1   57   72  0  0 100  0
 0  0   2940 251140 361584 1939732    0    0     0     1   76   81  0  1 99  0
 0  0   2940 250124 361612 1939764    0    0     0    42  157  131  1  0 98  0
 0  0   2940 249876 361616 1939764    0    0     0     1   74   81  0  0 100  0
 0  0   2940 250900 361624 1939764    0    0     0    15   80   91  0  0 100  0
 0  0   2940 250908 361628 1939764    0    0     0     3  105  105  0  1 98  0
 0  0   2940 251280 361636 1939772    0    0     0    13   71   69  0  0 100  0
 0  0   2940 251280 361636 1939772    0    0     0     1   71   74  0  0 100  0
 0  0   2940 252272 361640 1939772    0    0     0     3   59   69  0  0 100  0
yogafire 2017-04-10 00:40:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   2940 252404 361640 1939772    0    0     1     0    1    1  0  0 99  0
 0  0   2940 252668 361640 1939772    0    0     0     6   87   91  0  0 100  0
 0  0   2940 252792 361640 1939772    0    0     0     5   64   74  0  0 100  0
 0  0   2940 254288 361648 1939772    0    0     0     2   69   85  0  0 100  0
 0  0   2940 254288 361652 1939772    0    0     0     1   79   77  0  1 99  0
 0  0   2940 254296 361660 1939772    0    0     0     9   66   68  0  0 100  0
 0  0   2940 251520 361676 1939788    0    0     0    33  141  124  1  1 99  0
 0  0   2940 251520 361680 1939792    0    0     0     3   60   75  0  0 100  0
 0  0   2940 250100 361692 1939780    0    0     0    29  106  113  0  1 99  0
 0  0   2940 249876 361708 1939780    0    0     0    13  101  112  0  0 100  0
 0  0   2940 249744 361728 1939804    0    0     0    11   78   80  0  0 100  0
 0  0   2940 249744 361736 1939804    0    0     0    16   55   72  0  0 100  0
 2  0   2940 249356 361736 1939804    0    0     0     1   54   61  0  0 100  0
 0  0   2940 249380 361748 1939808    0    0     0    14  138  125  0  1 99  0
 0  0   2940 249008 361752 1939808    0    0     0     7   70   75  0  0 100  0
 0  0   2940 249008 361760 1939808    0    0     0     7   50   56  0  0 100  0
 0  0   2940 249636 361764 1939808    0    0     0     1   63   64  0  0 100  0
 0  0   2940 250040 361772 1939808    0    0     0     5  103   92  0  1 99  0
 0  0   2940 249792 361780 1939808    0    0     0     4   78   96  0  0 100  0
 0  0   2940 249792 361784 1939808    0    0     0     1   62   88  0  0 100  0
 0  0   2940 252792 361788 1939808    0    0     0     3   94   92  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 252420 361796 1939808    0    0     0     9  106   85  0  2 98  0
 0  0   2940 252544 361800 1939808    0    0     0     1   69   71  0  0 100  0
 0  0   2940 252544 361804 1939808    0    0     0     1   62   88  0  0 100  0
 0  0   2940 252544 361804 1939808    0    0     0     1   62   77  0  0 100  0
 0  0   2940 252668 361816 1939812    0    0     0     7   97  112  0  1 99  0
 0  0   2940 253792 361824 1939812    0    0     0     1   70   82  0  0 100  0
 0  0   2940 253800 361832 1939812    0    0     0     5   55   81  0  0 100  0
 0  0   2940 253272 361856 1939820    0    0     0    16  104  115  0  0 100  0
 0  0   2940 248760 361864 1939868    0    0     2    86  199  164  1  1 98  0
 0  0   2940 248512 361876 1939868    0    0     0     9   74   75  0  0 100  0
 0  0   2940 248512 361884 1939864    0    0     0    14   57   75  0  0 100  0
 0  0   2940 247572 361888 1939868    0    0     0     1   83   85  0  1 99  0
 0  0   2940 247768 361896 1939868    0    0     0     6   71   82  0  0 100  0
 0  0   2940 247768 361904 1939868    0    0     0     4   58   55  0  0 100  0
 0  0   2940 248024 361912 1939872    0    0     0     4   74   74  0  0 100  0
 0  0   2940 251280 361920 1939876    0    0     0     3   83   70  0  1 99  0
 0  0   2940 251420 361936 1939872    0    0     0     8   71   64  0  0 100  0
 0  0   2940 251420 361948 1939880    0    0     0     8   68   62  0  0 100  0
 0  0   2940 251420 361956 1939880    0    0     0     1   53   61  0  0 100  0
 5  0   2940 251296 361960 1939880    0    0     0     1   64   66  0  0 100  0
 0  1   2940 222368 363548 1947072    0    0  2647   286 1703 1199  2  8 74 16
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  1   2940 309708 350340 1854632    0    0  2709   192 1686 1238  2  7 74 17
 1  1   2940 2005984 348848 141476    0    0  3963   464 1679 1239  2  7 73 18
 2  1   2940 1938852 341136 219424    0    0  6899   347 1773 1221  3  6 74 17
 0  0   2940 1853952 328596 307848    0    0  8515    87 2665 1381  5  8 79  8
 0  0   2940 1867680 327552 310164    0    0   392   236  370  285  0  1 94  4
 0  0   2940 1867680 327560 310168    0    0     0     3   63   92  0  0 100  0
 0  0   2940 1866788 327720 310428    0    0    26    17  104  113  0  0 99  0
 0  0   2940 1865796 327728 310428    0    0     0     5   85   82  0  1 99  0
 0  0   2940 1865920 327736 310428    0    0     0     2   71   83  0  0 100  0
 0  0   2940 1865920 327740 310428    0    0     0     5   66   93  0  0 100  0
 0  0   2940 1867052 327752 310428    0    0     0     2   61   68  0  0 100  0
 0  0   2940 1867300 327756 310428    0    0     0     5   93   79  0  1 99  0
 0  0   2940 1867812 327760 310428    0    0     0     4   80   86  0  0 100  0
 0  0   2940 1868564 327768 310428    0    0     0     1   55   63  0  0 100  0
