yogafire 2017-04-28 00:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 2030124 345972 458276    0    0     4    12   40   34  1  1 99  0
 0  0      0 2029968 345980 458292    0    0     0    12   85   76  0  0 100  0
 0  0      0 2029968 345984 458296    0    0     0     1   62   67  0  0 100  0
 0  0      0 2029704 345988 458296    0    0     0     3   79   90  0  0 100  0
 0  0      0 2027688 346004 458344    0    0     2    71  146  138  1  0 99  0
 0  0      0 2026572 346008 458344    0    0     0     4   96   96  0  1 99  0
 0  0      0 2026572 346024 458344    0    0     0    13   64   69  0  0 100  0
 1  0      0 2026564 346028 458344    0    0     0     1   86   81  0  0 100  0
 0  0      0 2026200 346040 458344    0    0     0     6   90   83  0  1 99  0
 0  0      0 2026200 346044 458344    0    0     0     4   68   76  0  0 100  0
 0  0      0 2027200 346052 458344    0    0     0     5   85   91  0  0 100  0
 0  0      0 2029472 346056 458344    0    0     0     1   72   70  0  0 100  0
 2  0      0 2028696 346060 458344    0    0     0     1   93  109  0  0 100  0
 0  0      0 2021804 346088 458344    0    0     0   281  310  204  4  1 95  0
 0  0      0 2021052 346108 458368    0    0     0    13  118  107  0  0 99  0
 0  0      0 2021052 346116 458368    0    0     0    21   77   87  0  0 100  0
 0  0      0 2020920 346132 458384    0    0     0     9  113   96  1  0 99  0
 0  0      0 2020680 346160 458380    0    0     0    31  116  105  0  1 99  0
 0  0      0 2020680 346164 458384    0    0     0    31   69   86  0  0 100  0
 0  0      0 2020812 346188 458404    0    0     0    22  115  118  0  0 99  0
 0  0      0 2021704 346192 458404    0    0     0    13   93   81  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 2021952 346204 458404    0    0     0    14  105   95  0  2 98  0
 0  0      0 2021036 346212 458408    0    0     0    10  113  105  0  0 100  0
 0  0      0 2021168 346220 458408    0    0     0    11   80   94  0  0 100  0
 0  0      0 2021044 346228 458408    0    0     0     1   64   75  0  0 100  0
 0  0      0 2020424 346236 458408    0    0     0     9   93   97  0  1 99  0
 0  0      0 2022068 346240 458408    0    0     0     1   73   73  0  0 100  0
 0  0      0 2021448 346268 458456    0    0     0    41  183  163  1  0 98  0
 0  0      0 2021448 346276 458460    0    0     0     8   74   97  0  0 100  0
 0  0      0 2020704 346288 458460    0    0     0     8   92   84  0  1 99  0
 0  0      0 2020704 346292 458460    0    0     0     6   69   78  0  0 100  0
 0  0      0 2020704 346296 458460    0    0     0     3   80   85  0  0 100  0
 0  0      0 2020704 346300 458460    0    0     0     2   72   70  0  0 100  0
 0  0      0 2019556 346312 458460    0    0     0    19  159  137  0  1 99  0
 0  0      0 2019944 346316 458484    0    0     0    21   97   90  0  0 100  0
 0  0      0 2019944 346320 458484    0    0     0     9   70   78  0  0 100  0
 0  0      0 2019944 346328 458484    0    0     0     4   75   85  0  0 100  0
 0  0      0 2018688 346344 458480    0    0     0     9  125  118  0  1 98  0
 0  0      0 2017896 346368 458544    0    0     0    29  155  120  1  0 98  0
 0  0      0 2017896 346380 458552    0    0     0    11   94   98  0  0 100  0
 3  0      0 2019292 346384 458552    0    0     0    10   91   92  0  1 99  0
 0  0      0 2019540 346396 458548    0    0     0    10   94  103  0  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 2019524 346408 458552    0    0     0     9   92  102  0  0 100  0
 0  0      0 2019524 346420 458552    0    0     0    11   70   74  0  0 100  0
 0  0      0 2019532 346432 458564    0    0     0    18  130  116  1  0 99  0
 0  0      0 2019036 346444 458560    0    0     0    15   98   94  0  1 99  0
 0  0      0 2019044 346464 458568    0    0     0     6   67   71  0  0 100  0
 0  0      0 1975588 346468 497768    0    0  2613    22  132  121  1  1 98  1
 0  0      0 1974968 346476 497792    0    0     0     9   92   87  0  1 99  0
 0  0      0 1971984 346500 500580    0    0   185   131   87   82  0  0 99  1
 0  0      0 1967904 346508 500580    0    0     0   133  129   94  0  0 99  0
 0  0      0 1966072 346520 502328    0    0     0   126  118   88  1  0 99  0
 2  1      0 1966040 346532 505360    0    0   202    12  128  105  0  1 99  0
 0  0      0 1962816 346540 505360    0    0     0    10   92   88  0  1 99  0
 0  0      0 1963560 346544 505364    0    0     0     3   80   75  0  0 99  0
 1  0      0 1963560 346548 505364    0    0     0    11   61   69  0  0 100  0
