yogafire 2017-04-13 00:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   3020 274912 382668 1874568    0    0     1     0    1    1  0  0 99  0
 0  0   3020 274904 382668 1874592    0    0     0     7   89   77  0  0 100  0
 0  0   3020 275540 382676 1874592    0    0     0     3   88   78  0  0 100  0
 0  0   3020 275656 382676 1874592    0    0     0    10   73   64  0  0 100  0
 0  0   3020 276160 382676 1874592    0    0     0     3   89   83  0  1 99  0
 0  0   3020 276036 382676 1874592    0    0     0     6   80   86  0  0 100  0
 0  0   3020 276284 382676 1874592    0    0     0     6   75   69  0  0 100  0
 0  0   3020 276284 382676 1874592    0    0     0     1   67   58  0  0 100  0
 0  0   3020 272888 382684 1874592    0    0     0    14  147  122  0  1 99  0
 0  0   3020 272764 382688 1874592    0    0     0    13   81   66  0  0 100  0
 0  0   3020 272888 382688 1874592    0    0     0     1   86   68  0  0 100  0
 0  0   3020 272888 382688 1874592    0    0     0     2   69   61  0  0 100  0
 2  0   3020 272888 382688 1874592    0    0     0     1   71   70  0  0 100  0
 0  0   3020 272640 382692 1874592    0    0     0     5   82   74  0  0 100  0
 0  0   3020 272880 382692 1874620    0    0     0     7  127   99  1  0 99  0
 0  0   3020 272704 382704 1874624    0    0     0    34   93   88  0  0 100  0
 0  0   3020 272696 382720 1874636    0    0     0     7  111  114  0  0 100  0
 0  0   3020 272456 382736 1874652    0    0     1    72  127  113  0  1 99  0
 0  0   3020 272332 382740 1874652    0    0     0     3   76   68  0  0 100  0
 0  0   3020 272332 382744 1874652    0    0     0     3   70   62  0  0 100  0
 2  1   3020 271780 382748 1874652    0    0     0     5   85   71  0  2 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020 271960 382748 1874652    0    0     0     7  102   69  0  1 99  0
 0  0   3020 271952 382752 1874660    0    0     1     9   92   75  0  0 100  0
 0  0   3020 272976 382756 1874660    0    0     0     2   82   68  0  0 100  0
 0  0   3020 273712 382760 1874660    0    0     0     3  122  100  0  1 99  0
 0  0   3020 273728 382760 1874660    0    0     0     6  100   78  0  0 100  0
 0  0   3020 273852 382760 1874660    0    0     0     1  109   73  0  0 100  0
 0  0   3020 273852 382760 1874660    0    0     0     4  104   71  0  0 100  0
 0  0   3020 265400 382768 1874700    0    0     0    66  404  346  1  2 98  0
 0  0   3020 266276 382804 1874812    0    0     0    69  229  158  0  0 99  0
 0  0   3020 266144 382808 1874816    0    0     0    44  102   73  0  0 100  0
 0  0   3020 265392 382808 1874816    0    0     0     3  120   86  0  0 100  0
 2  0   3020 265144 382812 1874816    0    0     0     1  114   88  0  0 100  0
 0  0   3020 264400 382816 1874816    0    0     0     9  122   84  0  1 99  0
 0  0   3020 264524 382820 1874816    0    0     0     1  104   72  0  0 100  0
 0  0   3020 266168 382820 1874816    0    0     0     1  106   73  0  0 100  0
 0  0   3020 272904 382824 1874820    0    0     0     2  144   92  0  1 99  0
 0  0   3020 272068 382832 1874804    0    0     0    14  165  104  1  0 99  0
 0  0   3020 272044 382836 1874812    0    0     0    25  147   98  0  0 99  0
 0  0   3020 272044 382844 1874812    0    0     0    15   93   70  0  0 100  0
 0  0   3020 271160 382844 1874812    0    0     0     3  128   97  0  1 99  0
 0  0   3020 271424 382848 1874816    0    0     0    13  110   73  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020 271928 382848 1874820    0    0     0     2  110   78  0  0 100  0
 0  0   3020 271928 382852 1874820    0    0     0     4  102   71  0  0 100  0
 0  0   3020 272944 382856 1874820    0    0     0     3  117   87  0  1 99  0
 0  0   3020 274696 382856 1874820    0    0     0     6  100   68  0  0 100  0
 0  0   3020 272168 382864 1874848    0    0     0     7  172  114  1  0 99  0
 0  0   3020 272252 382872 1874864    0    0     0    33  150  106  0  0 99  0
 0  0   3020 269964 382872 1874868    0    0     0    25  186  134  0  1 99  0
 0  0   3020 269748 382888 1874888    0    0     0    20  102   76  0  0 100  0
 0  0   3020 269748 382888 1874888    0    0     0    17   96   74  0  0 100  0
 0  0   3020 269748 382892 1874888    0    0     0     4   94   67  0  0 100  0
 0  0   3020 269500 382892 1874888    0    0     0     3  105   80  0  1 99  0
 0  0   3020 271640 382896 1874888    0    0     0     5  101   68  0  0 100  0
 0  0   3020 271004 382900 1874888    0    0     0     1  111   80  0  0 100  0
 0  0   3020 272020 382904 1874888    0    0     0     6  103   71  0  0 100  0
 0  0   3020 273408 382904 1874888    0    0     0     1  122   92  0  1 99  0
 0  0   3020 273408 382904 1874892    0    0     0     5   93   68  0  0 100  0
 0  0   3020 273532 382912 1874892    0    0     0     5   99   74  0  0 100  0
