yogafire 2017-04-06 00:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   2936 1504036 372340 670088    0    0     0     1    1    0  0  0 99  0
 0  0   2936 1504284 372344 670104    0    0     0    13   93   73  0  0 100  0
 0  0   2936 1504284 372348 670104    0    0     0     2   73   64  0  0 100  0
 0  0   2936 1504284 372356 670104    0    0     0     4   74   69  0  0 100  0
 0  0   2936 1504212 372360 670108    0    0     0     4  101   80  0  1 99  0
 0  0   2936 1495968 372364 670108    0    0     0    13  152   98  1  1 98  0
 0  0   2936 1496472 372368 670108    0    0     0     1   69   65  0  0 100  0
 0  0   2936 1495356 372376 671828    0    0     0   132   76   63  0  0 100  0
 0  0   2936 1494852 372376 671828    0    0     0     5  142   87  0  1 99  0
 0  0   2936 1495348 372380 671828    0    0     0   131  118   84  0  0 99  0
 0  0   2936 1494852 372388 671840    0    0     1     5  109   87  0  0 99  0
 0  0   2936 1494728 372392 671840    0    0     0     5   67   78  0  0 100  0
 2  0   2936 1493232 372392 671840    0    0     0     7  115   91  0  1 99  0
 0  0   2936 1492736 372396 671844    0    0     0     5  101   74  0  1 99  0
 0  0   2936 1492736 372400 671844    0    0     0     8   69   68  0  0 100  0
 0  0   2936 1491712 372416 671876    0    0     0    31  145  114  1  0 99  0
 0  0   2936 1491712 372416 671876    0    0     0     6   82   69  0  0 100  0
 0  0   2936 1490844 372416 671876    0    0     0    19  103   90  0  1 99  0
 0  0   2936 1490844 372416 671876    0    0     0     1   62   65  0  0 100  0
 0  0   2936 1490728 372416 671876    0    0     0     2   81   66  0  0 99  0
 0  0   2936 1490728 372416 671876    0    0     0    11   72   65  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2936 1490852 372416 671876    0    0     0     5  110   84  0  2 98  0
 0  0   2936 1493496 372420 671876    0    0     0     1   83   76  0  0 100  0
 0  0   2936 1495000 372424 671876    0    0     0     5   65   72  0  0 100  0
 0  0   2936 1495000 372424 671876    0    0     0     2   84   83  0  0 100  0
 1  0   2936 1495124 372428 671876    0    0     0     5   96   83  0  1 99  0
 0  0   2936 1492780 372444 671912    0    0     0    37  151  113  1  0 99  0
 0  0   2936 1492780 372444 671912    0    0     0     3   58   58  0  0 100  0
 0  0   2936 1488624 372460 671908    0    0     0    41  193  143  0  1 99  0
 0  0   2936 1496204 372464 671408    0    0     0    32  107   98  0  0 100  0
 0  0   2936 1496204 372468 671412    0    0     0     5   64   63  0  0 100  0
 0  0   2936 1496204 372472 671412    0    0     0    15   63   69  0  0 100  0
 0  0   2936 1496428 372480 671412    0    0     0     1  102   90  0  1 99  0
 0  0   2936 1497724 372484 671412    0    0     0     8   90   75  0  0 100  0
 0  0   2936 1497724 372488 671412    0    0     0     1   62   63  0  0 100  0
 0  0   2936 1500104 372492 671412    0    0     0     1   74   69  0  0 100  0
 4  0   2936 1499468 372512 671452    0    0     0    34  203  148  1  1 98  0
 1  0   2936 1499732 372512 670852    0    0     0    11  114  100  0  1 99  0
 0  0   2936 1497988 372516 670828    0    0     0    17  101   88  0  0 100  0
 0  0   2936 1497856 372520 670840    0    0     0    10   93   82  1  0 99  0
 0  0   2936 1497484 372536 670848    0    0     0    30   99   91  0  0 100  0
 0  0   2936 1495220 372540 670848    0    0     0    16  162  134  0  2 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2936 1495360 372544 670852    0    0     0     3   68   73  0  0 100  0
 0  0   2936 1495872 372548 670852    0    0     0     9   85   79  0  0 100  0
 0  0   2936 1495872 372552 670852    0    0     0     2   79   78  0  0 100  0
 0  0   2936 1502468 372560 669132    0    0     0     8  117   98  0  1 99  0
 0  0   2936 1503856 372564 669136    0    0     0     6   74   72  0  0 100  0
 0  0   2936 1504484 372564 669136    0    0     0     2   64   66  0  0 100  0
 0  0   2936 1504484 372568 669136    0    0     0     3   78   70  0  0 100  0
