yogafire 2017-04-11 00:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940  87044 238224 2321908    0    0     0    34  109   96  0  0 100  0
 0  0   2940  87044 238232 2321908    0    0     0     2   57   69  0  0 100  0
 0  0   2940  87044 238240 2321908    0    0     0     8   76   77  0  1 99  0
 0  0   2940  86672 238244 2321908    0    0     0     5   77   77  0  0 100  0
 0  0   2940  86796 238256 2321904    0    0     0     5   82   87  0  0 100  0
 0  0   2940  87680 238264 2321908    0    0     0     5   64   70  0  0 100  0
 2  0   2940  88500 238264 2321908    0    0     0     1   78   77  0  0 99  0
 0  0   2940  90712 238268 2321908    0    0     0     5   87   80  0  0 100  0
 0  0   2940  90836 238276 2321908    0    0     0     4   68   71  0  0 100  0
 0  0   2940  90836 238284 2321908    0    0     0     1   60   76  0  0 100  0
yogafire 2017-04-11 00:20:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   2940  91080 238288 2321908    0    0     1     0    0    0  0  0 99  0
 0  0   2940  92208 238296 2321908    0    0     0    10   95   89  0  0 100  0
 0  0   2940  92456 238300 2321908    0    0     0     1   77   88  0  0 100  0
 0  0   2940  92068 238308 2321908    0    0     0     4   94  104  0  0 100  0
 0  0   2940  92068 238316 2321908    0    0     0     3   58   71  0  0 100  0
 0  0   2940  91712 238324 2321924    0    0     0     8  120  101  0  1 99  0
 0  0   2940  91836 238332 2321924    0    0     0     3   75   86  0  0 100  0
 0  0   2940  91836 238340 2321924    0    0     0     6   58   73  0  0 100  0
 0  0   2940  91524 238356 2321924    0    0     0     7   83   85  0  1 99  0
 0  0   2940  91588 238364 2321928    0    0     0     5   71   80  0  0 100  0
 0  0   2940  91968 238372 2321928    0    0     0     8   89   86  0  0 100  0
 0  0   2940  91844 238384 2321928    0    0     0     5   58   66  0  0 100  0
 2  0   2940  90548 238400 2321952    0    0     0    17  110  104  0  1 99  0
 0  0   2940  90556 238440 2321964    0    0     0    33  185  154  1  1 98  0
 0  0   2940  90432 238448 2321964    0    0     0    13   84   77  0  0 100  0
 0  0   2940  90448 238472 2321964    0    0     0     6   93   89  0  0 100  0
 0  0   2940  88440 238484 2321976    0    0     0    17  141  137  0  0 99  0
 0  0   2940  87696 238496 2321976    0    0     0    10   94   87  0  1 99  0
 0  1   2940  87820 238508 2321972    0    0     0     7   84   83  0  0 100  0
 0  0   2940  88208 238520 2321976    0    0     0     7   66   71  0  0 100  0
 0  0   2940  88208 238524 2321976    0    0     0     1   64   78  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940  87960 238532 2321984    0    0     0    15  148  132  0  2 98  0
 0  0   2940  87696 238572 2322080    0    0     2   252  212  135  4  0 96  0
 0  0   2940  87952 238588 2322080    0    0     0     6   68   74  0  0 100  0
 0  0   2940  87828 238612 2322096    0    0     0    37  120  107  1  0 99  0
 0  0   2940  86696 238644 2322152    0    0     0    44  191  147  1  1 98  0
 0  0   2940  86696 238652 2322128    0    0     0    10   96   88  0  0 100  0
 0  0   2940  87944 238656 2322132    0    0     0    19   83   87  0  0 100  0
 0  0   2940  87300 238700 2322140    0    0     1    29  138  127  0  0 99  0
 0  0   2940  86680 238708 2322148    0    0     0    22  109   94  0  1 99  0
 1  0   2940  86804 238716 2322144    0    0     0     8  139   99  1  0 98  0
 0  0   2940  86648 238768 2322304    0    0     2   233  298  131  8  0 91  0
 0  0   2940  86648 238776 2322320    0    0     0     7   62   69  0  0 100  0
 0  0   2940  86324 238860 2322332    0    0     1   418  298  230  3  1 95  0
 0  0   2940  85820 238864 2322316    0    0     0     8  115  100  0  0 100  0
 0  0   2940  85960 238872 2322316    0    0     0     5   64   67  0  0 100  0
 0  0   2940  85960 238884 2322316    0    0     0    17   56   66  0  0 100  0
 1  0   2940  85456 238892 2322324    0    0     0    10  119  104  0  1 99  0
 0  0   2940  85556 238908 2322336    0    0     0    37  126  113  0  0 99  0
 0  0   2940  85556 238912 2322336    0    0     0     1   67   79  0  0 100  0
 3  0   2940  86920 238916 2322336    0    0     0    11   76   78  0  0 100  0
 0  0   2940  86952 238920 2322336    0    0     0     9   89   77  0  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940  86952 238928 2322336    0    0     0     2   73   65  0  0 100  0
 0  0   2940  86952 238936 2322336    0    0     0     5   63   71  0  0 100  0
 0  0   2940  88076 238944 2322336    0    0     0     3  149  142  0  1 99  0
 0  0   2940  89208 238948 2322340    0    0     0     9   80   72  0  0 100  0
 1  0   2940  90216 238952 2322340    0    0     0     1   89   79  0  0 100  0
 0  0   2940  90216 238960 2322340    0    0     0     3   68   71  0  0 100  0
 2  0   2940  89028 238980 2322344    0    0     0    25  109  111  0  1 99  0
 0  0   2940  88928 238988 2322344    0    0     0     8  121  109  0  0 100  0
 0  0   2940  88680 238996 2322344    0    0     0     2   74   70  0  0 100  0
 0  0   2940  88556 239004 2322344    0    0     0     6   58   69  0  0 100  0
 0  0   2940  88556 239012 2322344    0    0     0     1   55   64  0  0 100  0
 0  0   2940  87564 239016 2322344    0    0     0     8   92   82  0  1 99  0
 0  0   2940  88836 239024 2322344    0    0     0     1   67   69  0  0 100  0
 0  0   2940  89588 239032 2322344    0    0     0     1   61   65  0  0 100  0
 0  0   2940  90720 239040 2322344    0    0     0     2   61   64  0  0 100  0
 0  0   2940  90720 239048 2322344    0    0     0     5   85   76  0  1 99  0
 0  0   2940  90844 239056 2322344    0    0     0     2   63   64  0  0 100  0
 0  0   2940  90844 239060 2322344    0    0     0     4   56   71  0  0 100  0
 0  0   2940  90580 239064 2322348    0    0     0     2   69   80  0  0 100  0
 0  0   2940 100428 239196 2309000    0    0    69   126  340  334  1  8 91  0
 0  0   2940 100180 239200 2309000    0    0     0     1   74   72  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940  98560 239236 2309092    0    0     0    79  212  146  3  0 97  0
 0  0   2940  98560 239240 2309096    0    0     0    15   63   75  0  0 100  0
 0  0   2940  98188 239252 2309100    0    0     0    10  105   87  0  1 99  0
 1  0   2940  98188 239256 2309100    0    0     0     2   73   77  0  0 100  0
 0  0   2940  99336 239260 2309100    0    0     0     8   70   66  0  0 100  0
 0  0   2940  96900 239272 2309116    0    0     0    35  167  151  0  1 99  0
 0  0   2940  97056 239280 2309120    0    0     0    20   77   72  0  0 100  0
 0  0   2940 100204 239296 2309128    0    0     0    15   90   79  0  0 100  0
 0  0   2940  99692 239308 2309124    0    0     0    10   84   94  0  0 100  0
 2  0   2940  99436 239312 2309128    0    0     0     1   65   69  0  0 100  0
 0  0   2940  98948 239316 2309132    0    0     0     5   85   74  0  0 99  0
 0  0   2940  97716 239340 2309172    0    0     0    44  150  116  1  0 98  0
 0  0   2940  98856 239344 2309172    0    0     0     2   69   63  0  0 100  0
 0  0   2940  98320 239396 2309336    0    0     0    71  219  158  3  1 96  0
 0  0   2940  97700 239396 2309336    0    0     0     6  126  118  0  1 98  0
 0  0   2940  98204 239404 2309336    0    0     0    20   78   73  0  0 100  0
 0  0   2940  98204 239404 2309336    0    0     0     1   61   70  0  0 100  0
yogafire 2017-04-11 00:40:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   2940  98452 239408 2309336    0    0     1     0    0    0  0  0 99  0
 0  0   2940  98204 239416 2309344    0    0     0     6   98   89  0  0 100  0
 0  0   2940  98328 239424 2309344    0    0     0     2   76   74  0  0 100  0
 0  0   2940 101244 239436 2309352    0    0     0     9  102  104  0  0 100  0
 0  0   2940 101800 239440 2309352    0    0     0     2   87   85  0  1 99  0
 0  0   2940 101996 239452 2309344    0    0     0    12   77   73  0  0 100  0
 0  0   2940 101376 239488 2309396    0    0     0    38  163  128  1  0 98  0
 0  0   2940 101376 239496 2309396    0    0     0     9   56   61  0  0 100  0
 0  0   2940  99104 239512 2309408    0    0     0    23  142  143  0  1 99  0
 0  0   2940  98872 239520 2309408    0    0     0     5   70   74  0  0 100  0
 0  0   2940  98996 239528 2309408    0    0     0    15   75   76  0  0 100  0
 0  0   2940  98996 239536 2309408    0    0     0     3   57   63  0  0 100  0
 2  0   2940 100004 239544 2309408    0    0     0     1   78   89  0  0 99  0
 0  0   2940 100640 239552 2309408    0    0     0     9   99   84  0  0 100  0
 0  0   2940 100384 239556 2309412    0    0     0     3   78   84  0  0 100  0
 0  0   2940 101904 239564 2309412    0    0     0     2   61   69  0  0 100  0
 0  0   2940 101772 239572 2309412    0    0     0     3   54   64  0  0 100  0
 0  0   2940 101896 239576 2309412    0    0     0     5   92   90  0  1 99  0
 0  0   2940 101896 239580 2309412    0    0     0     1   72   74  0  0 100  0
 0  0   2940 101896 239588 2309412    0    0     0     4   61   72  0  0 100  0
 0  0   2940 102896 239592 2309412    0    0     0     1   63   72  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 103772 239596 2309412    0    0     0    10  114  109  0  2 98  0
 0  0   2940 102896 239600 2309424    0    0     0     1   93  102  0  0 100  0
 0  0   2940 102888 239612 2309424    0    0     0     4   65   73  0  0 100  0
 2  0   2940 100988 239632 2309440    0    0     0    37  150  130  1  0 98  0
 0  0   2940  99756 239644 2309444    0    0     0    10   99   96  0  1 99  0
 0  0   2940  99624 239656 2309452    0    0     0    15  106  105  0  0 100  0
 0  0   2940  99624 239668 2309452    0    0     0     5   62   65  0  0 100  0
 0  0   2940  97980 239688 2309476    0    0     0    29  137  125  0  0 99  0
 0  0   2940  96988 239696 2309476    0    0     0    20   93   88  0  1 99  0
 0  0   2940  96988 239704 2309476    0    0     0     4   71   82  0  0 100  0
 0  0   2940  97880 239708 2309476    0    0     0     1   65   63  0  0 100  0
 0  0   2940  97880 239716 2309476    0    0     0     3   54   65  0  0 100  0
 0  0   2940  99880 239720 2309476    0    0     0     5  100   89  0  1 99  0
 0  0   2940 100004 239728 2309476    0    0     0     1   67   68  0  0 100  0
 0  0   2940 102400 239736 2309476    0    0     0     5   75   73  0  0 100  0
 0  0   2940 101716 239748 2309476    0    0     0     5   91   91  0  1 99  0
 0  0   2940 102020 239756 2309476    0    0     0     8   68   71  0  0 100  0
 0  0   2940 102144 239760 2309476    0    0     0     1   74   80  0  0 100  0
 0  0   2940 102020 239764 2309476    0    0     0     1   54   64  0  0 100  0
 1  1   2940 100780 239772 2309696    0    0    22     1   76   78  0  2 98  0
 0  1   2940 116672 250976 2214476    0    0  5820    91 1981 1191  3  5 78 14
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0   2940 954052 278124 1270644    0    0  2943   420 1850 1340  2  6 73 19
 0  1   2940 1001808 289032 1200536    0    0  3542   274 1741 1163  2  5 74 19
 3  2   2940 1936904 302512 214612    0    0  6296   118 1790 1258  3  7 73 18
 0  1   2940 1858664 305988 287428    0    0  7302   531 1654  976  3  4 73 21
 0  1   2940 1721908 305336 420860    0    0  9584    60 2715 1360  5  4 84  7
 0  0   2940 1725208 302276 429840    0    0  1979   248  975  715  3  3 85  8
 0  0   2940 1724960 302536 429832    0    0    18    13   85   87  0  0 99  1
 0  0   2940 1723836 302564 429872    0    0     3    22  102   96  0  1 99  0
 0  0   2940 1723712 302576 429880    0    0     0     2   75   89  0  0 100  0
 0  0   2940 1723968 302584 429880    0    0     0     1   62   72  0  0 100  0
 0  0   2940 1723508 302588 429880    0    0     0     5   71   73  0  1 99  0
 0  0   2940 1723208 302600 430188    0    0    20     6  145  125  0  0 99  1
 0  0   2940 1724340 302608 430188    0    0     0     4   82   66  0  0 100  0
 0  0   2940 1725612 302616 430188    0    0     0     3   71   61  0  0 100  0
 0  0   2940 1726496 302624 430188    0    0     0     3   77   72  0  1 99  0
 0  0   2940 1726372 302632 430188    0    0     0     5   65   63  0  0 100  0
 0  0   2940 1726496 302640 430188    0    0     0     1   65   62  0  0 100  0
 0  0   2940 1726496 302644 430188    0    0     0     4   52   55  0  0 100  0
 2  2   2940 1725456 302644 430192    0    0     1     1   87   91  0  1 99  0
 0  0   2940 1724704 302772 430276    0    0    13     8   98   75  0  1 99  0
 0  0   2940 1724704 302780 430276    0    0     0     6   63   61  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 1724704 302784 430276    0    0     0     2   51   55  0  0 100  0
 0  0   2940 1724672 302800 430268    0    0     0     4   94   82  0  1 99  0
 0  0   2940 1724704 302812 430312    0    0     2     8   89   94  0  0 100  0
 0  0   2940 1724828 302820 430316    0    0     0     2   74   81  0  0 100  0
 1  0   2940 1724836 302824 430316    0    0     0    10   59   65  0  0 100  0
 2  0   2940 1719052 302892 431856    0    0   101    45  295  243  0  1 98  1
 0  0   2940 1718184 302928 431920    0    0     0    33  162  135  0  1 99  0
 0  0   2940 1718060 302948 431920    0    0     0    25   91   82  0  0 100  0
 0  0   2940 1717424 302972 431920    0    0     1    13   92   91  0  0 100  0
 0  0   2940 1717300 302988 431928    0    0     0     6   71   81  0  0 100  0
 0  0   2940 1716184 303016 431932    0    0     0    19  110   94  0  1 99  0
 0  0   2940 1717068 303032 431932    0    0     0     4   70   66  0  0 100  0
 0  0   2940 1721712 303040 431932    0    0     0     6   79   69  0  0 100  0
 0  0   2940 1721852 303048 431932    0    0     0     1   77   80  0  1 99  0
 0  0   2940 1721852 303056 431932    0    0     0     5   56   61  0  0 100  0
 0  0   2940 1723480 303064 431932    0    0     0     4   70   61  0  0 100  0
 0  0   2940 1723480 303068 431932    0    0     0     1   49   56  0  0 100  0
yogafire 2017-04-11 01:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   2940 1719636 303104 433160    0    0     1     0    0    0  0  0 99  0
 0  0   2940 1719604 303112 433160    0    0     0    18  111   95  0  0 100  0
 0  0   2940 1719736 303124 433164    0    0     0     9   84   83  0  0 100  0
 0  0   2940 1719628 303160 434036    0    0    38    33  161  132  1  0 98  0
 0  0   2940 1717628 303176 434040    0    0     0    18  121  123  0  1 99  0
 0  0   2940 1717380 303192 434040    0    0     0    10   93   97  0  0 100  0
 0  0   2940 1717216 303204 434068    0    0     1    15  121  119  1  0 99  0
 0  0   2940 1718232 303228 434076    0    0     0    27   86   89  0  0 100  0
 0  0   2940 1718108 303272 434140    0    0     0    43  158  125  2  1 98  0
 0  0   2940 1717984 303280 434140    0    0     0    19   72   70  0  0 100  0
 0  0   2940 1718744 303288 434140    0    0     0     2   72   62  0  0 100  0
 0  0   2940 1718744 303296 434140    0    0     0     7   48   53  0  0 100  0
 2  0   2940 1718744 303304 434140    0    0     0     1   64   61  0  0 100  0
 0  0   2940 1718744 303312 434144    0    0     0     5   82   71  0  0 99  0
 0  0   2940 1717976 303376 434168    0    0     1    50  199  167  1  1 98  0
 0  0   2940 1717976 303384 434168    0    0     0     4   50   58  0  0 100  0
 0  0   2940 1717720 303396 434168    0    0     0    14   74   79  0  1 99  0
 0  0   2940 1717604 303404 434168    0    0     0     5   62   63  0  0 100  0
 0  0   2940 1717728 303404 434168    0    0     0     2   65   63  0  0 100  0
 0  0   2940 1717728 303408 434168    0    0     0     4   47   55  0  0 100  0
 0  0   2940 1716704 303416 434168    0    0     0     1   76   77  0  1 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 1721636 303424 434168    0    0     0     9   92   61  0  0 100  0
 0  0   2940 1721388 303428 434168    0    0     0     1   60   59  0  0 100  0
 0  0   2940 1721388 303428 434168    0    0     0     1   49   53  0  0 100  0
 0  0   2940 1721720 303432 434168    0    0     0     2   70   64  0  1 99  0
 0  0   2940 1721760 303440 434168    0    0     0     5   59   55  0  0 100  0
 0  0   2940 1721636 303448 434168    0    0     0     1   65   59  0  0 100  0
 0  0   2940 1721620 303460 434172    0    0     0     7   79   86  0  0 100  0
 0  0   2940 1715960 303532 434644    0    0    29    41  222  205  0  1 98  0
 0  0   2940 1715728 303544 434656    0    0     0    27   77   64  0  0 100  0
 0  0   2940 1715728 303552 434656    0    0     0     1   72   62  0  0 100  0
 0  0   2940 1715728 303560 434656    0    0     0     2   57   57  0  0 100  0
 0  0   2940 1715712 303568 434656    0    0     0     7   80   70  0  1 99  0
 0  0   2940 1715604 303572 434656    0    0     0     6   62   58  0  0 100  0
 0  0   2940 1717108 303584 434656    0    0     0     5   68   60  0  0 100  0
 0  0   2940 1720388 303592 434656    0    0     0     1   64   57  0  0 100  0
 1  0   2940 1718156 303684 434792    0    0    19     3  100   87  0  1 99  0
 0  0   2940 1713420 303696 439820    0    0   330    11   83   69  0  0 99  0
 0  0   2940 1713420 303708 439812    0    0     0     4   76   77  0  0 100  0
 0  0   2940 1713420 303720 439820    0    0     0     5   61   60  0  0 100  0
 0  0   2940 1712892 303728 439824    0    0     0     4   90   74  0  1 99  0
 0  0   2940 1712924 303744 439828    0    0     0     8   77   67  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 1713428 303760 439828    0    0     0     3  102   84  0  0 100  0
 0  0   2940 1714048 303768 439828    0    0     0     6   63   56  0  0 100  0
 2  0   2940 1714188 303776 439828    0    0     0     1   62   63  0  0 100  0
 0  0   2940 1714312 303784 439828    0    0     0    10   86   72  0  1 99  0
 0  0   2940 1714436 303800 439844    0    0     0     6  113  100  0  0 100  0
 0  0   2940 1714312 303820 439848    0    0     0     9   79   90  0  0 100  0
 0  0   2940 1710952 304044 439904    0    0    18    30  146  135  0  1 99  0
 0  0   2940 1709644 304080 439920    0    0     0    25  119   95  0  0 99  0
 0  0   2940 1709644 304116 439932    0    0     0    40  128   98  0  0 99  0
 0  0   2940 1709644 304124 439932    0    0     0     2   60   62  0  0 100  0
 0  0   2940 1709380 304140 439932    0    0     0     6   74   75  0  1 99  0
 0  0   2940 1709148 304140 439932    0    0     0    10   68   65  0  0 100  0
 0  0   2940 1709148 304152 439932    0    0     0     2   70   66  0  0 100  0
 0  0   2940 1709404 304160 439932    0    0     0     4   63   65  0  0 100  0
 0  0   2940 1710916 304168 439932    0    0     0     1   86   74  0  1 99  0
 0  0   2940 1714568 304172 439932    0    0     0     5   86   72  0  0 100  0
 0  0   2940 1714320 304176 439932    0    0     0     4   63   66  0  0 100  0
 0  0   2940 1713808 304188 439932    0    0     0     4   81   85  0  0 100  0
 3  0   2940 1712568 304196 439932    0    0     0     1   76   71  0  2 98  0
 0  0   2940 1713064 304200 439932    0    0     0    11   82   68  0  0 100  0
 0  0   2940 1713312 304212 439932    0    0     0     2   66   60  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   2940 1713312 304216 439932    0    0     0     1   51   55  0  0 100  0
 0  0   2940 1713560 304224 439932    0    0     0     1   71   66  0  1 99  0
 0  0   2940 1713312 304232 439936    0    0     0     5   63   63  0  0 100  0
 0  0   2940 1714692 304240 439936    0    0     0     4   75   60  0  0 100  0
 0  0   2940 1711132 304288 440032    0    0     0    44  195  151  2  1 97  0
 0  0   2940 1706612 304332 440036    0    0     2    32  188  164  0  1 98  0
 0  0   2940 1706240 304352 440060    0    0     0    44   85   73  0  0 100  0
 0  0   2940 1706364 304360 440060    0    0     0     1   66   62  0  0 100  0
 0  0   2940 1706364 304368 440060    0    0     0    11   61   58  0  0 100  0
 0  0   2940 1706232 304376 440060    0    0     0     1   79   69  0  1 99  0
 0  0   2940 1706224 304388 440076    0    0     0     9   96   80  0  0 99  0
 0  0   2940 1706248 304452 440120    0    0     0    53  141  125  1  0 99  0
 0  0   2940 1706752 304460 440120    0    0     0     5   58   61  0  0 100  0
 0  0   2940 1707620 304468 440120    0    0     0    12   78   75  0  1 99  0
 0  0   2940 1707636 304476 440120    0    0     0     5   71   68  0  0 100  0
 0  0   2940 1707636 304484 440120    0    0     0     2   64   59  0  0 100  0
 0  0   2940 1707636 304492 440120    0    0     0     5   46   55  0  0 100  0
yogafire 2017-04-11 01:20:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   2940 1710316 304500 440120    0    0     1     0    0    0  0  0 99  0
 0  0   2940 1713676 304512 440116    0    0     0     7   94   74  0  0 100  0
 0  0   2940 1713676 304516 440120    0    0     0     5   70   62  0  0 100  0
 1  0   2940 1713676 304520 440120    0    0     0     1   70   64  0  0 100  0
 1  0   2940 1713676 304528 440120    0    0     0     1   75   67  0  0 100  0
 0  0   2940 1713552 304532 440124    0    0     0     8   88   78  0  1 99  0
 0  0   2940 1713800 304536 440124    0    0     0     3   65   69  0  0 100  0
 0  0   2940 1714312 304544 440124    0    0     0     2   74   77  0  0 100  0
 0  0   2940 1714412 304556 440124    0    0     0     8   79   72  0  1 99  0
 0  0   2940 1714436 304564 440124    0    0     0     5   72   69  0  0 100  0
 0  0   2940 1711560 304580 440180    0    0     0    12  141  115  1  0 98  0
