yogafire 2017-04-20 00:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1667564 402152 461780    0    0     8     9   34   28  1  0 99  0
 0  0      0 1668904 402152 461800    0    0     0     6   75   79  0  0 100  0
 0  0      0 1668904 402152 461800    0    0     0     2   54   65  0  0 100  0
 0  0      0 1668392 402152 461800    0    0     0    10   77   87  0  0 100  0
 0  0      0 1665244 402160 461804    0    0     0    10  114  110  0  1 99  0
 0  0      0 1665384 402160 461824    0    0     0    31   92   99  0  0 100  0
 0  0      0 1665384 402164 461824    0    0     0     1   52   64  0  0 100  0
 0  0      0 1665384 402164 461824    0    0     0     7   53   64  0  0 100  0
 0  0      0 1665120 402168 461824    0    0     0     1   79   81  0  1 99  0
 0  0      0 1665136 402180 461832    0    0     0    12  138  147  0  0 100  0
 0  0      0 1665004 402188 461832    0    0     0     8  131  127  0  0 100  0
 0  0      0 1667416 402192 461836    0    0     0    11  123  101  0  0 100  0
 2  0      0 1668176 402196 461844    0    0     0    11  111  106  0  1 99  0
 0  0      0 1667028 402220 461932    0    0     0    51  189  133  2  0 98  0
 0  0      0 1667028 402228 461932    0    0     0     3   70   70  0  0 100  0
 0  0      0 1667028 402236 461928    0    0     0    15   63   78  0  0 100  0
 0  0      0 1667028 402236 461932    0    0     0     1   62   63  0  0 100  0
 0  0      0 1666408 402240 461940    0    0     0    16  124  103  1  1 99  0
 0  0      0 1666788 402260 462092    0    0    10   130  106   97  0  0 99  0
 0  0      0 1666788 402264 462092    0    0     0     9   67   64  0  0 100  0
 0  0      0 1666788 402276 462092    0    0     0     5   71   70  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1665796 402276 462092    0    0     0     6  108  101  0  2 98  0
 0  0      0 1665796 402284 462092    0    0     0     7   64   65  0  0 100  0
 0  0      0 1665796 402288 462092    0    0     0     1   61   66  0  0 100  0
 2  0      0 1666944 402292 462156    0    0     3    44  261  148  5  0 94  0
 0  0      0 1666340 402312 462188    0    0     0    16  103   91  0  1 99  0
 0  0      0 1666340 402316 462188    0    0     0    16   85   84  0  0 100  0
 0  0      0 1666340 402324 462188    0    0     0     5   73   78  0  0 100  0
 0  0      0 1666340 402328 462188    0    0     0     1   71   64  0  0 100  0
 0  0      0 1666224 402336 462188    0    0     0    13  115   91  0  1 99  0
 0  0      0 1666224 402344 462188    0    0     0     3   72   72  0  0 100  0
 0  0      0 1669256 402348 462188    0    0     0     2   85   76  0  0 100  0
 0  0      0 1669760 402356 462188    0    0     0     3   67   71  0  0 100  0
 0  0      0 1669620 402360 462200    0    0     0    20   95   97  0  1 99  0
 0  0      0 1669620 402360 462200    0    0     0     7   60   72  0  0 100  0
 0  0      0 1669620 402364 462200    0    0     0     3   57   68  0  0 100  0
 0  0      0 1668380 402368 462200    0    0     0     3   88   79  0  1 99  0
 0  0      0 1668496 402372 462204    0    0     0    11   87   90  0  0 100  0
 0  0      0 1668496 402380 462200    0    0     0     2   58   62  0  0 100  0
 0  0      0 1668496 402384 462204    0    0     0     2   55   62  0  0 100  0
 0  0      0 1668256 402384 462204    0    0     0     3   95   80  0  1 99  0
 0  0      0 1665952 402384 462204    0    0     0     8  142  112  0  1 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1662060 402396 462412    0    0    13    31  180  135  0  1 99  0
 0  0      0 1662068 402396 462412    0    0     0    26   69   74  0  0 100  0
 0  0      0 1652980 402408 462356    0    0     0    35  236  251  0  1 98  0
 0  0      0 1649768 402472 462524    0    0     0   139  375  383  1  1 98  0
 2  0      0 1649776 402500 462556    0    0     0    43   85   92  0  0 100  0
 0  0      0 1649776 402516 462556    0    0     0    22   68   78  0  0 100  0
 0  0      0 1649280 402528 462544    0    0     0     8  109   99  0  1 99  0
 0  0      0 1648784 402536 462552    0    0     0    10   81   84  0  0 100  0
 0  0      0 1648784 402544 462552    0    0     0    11   64   77  0  0 100  0
 0  0      0 1648784 402548 462552    0    0     0     2   69   71  0  0 100  0
 2  0      0 1654468 402548 462552    0    0     0     1  116   96  0  1 99  0
 0  0      0 1654716 402548 462552    0    0     0    10   69   72  0  0 100  0
 0  0      0 1654592 402552 462552    0    0     0     1   71   85  0  0 100  0
 0  0      0 1659128 402552 462552    0    0     0     1   73   80  0  0 100  0
 0  0      0 1660252 402552 462552    0    0     0     1   77   77  0  0 100  0
 0  0      0 1660112 402560 462552    0    0     0     5  116  105  0  1 99  0
 0  0      0 1660112 402564 462552    0    0     0     3   63   72  0  0 100  0
 0  0      0 1659476 402576 462556    0    0     1    14   90   89  0  0 100  0
 0  0      0 1659476 402576 462556    0    0     0     1   70   81  0  0 100  0
 0  0      0 1658988 402576 462560    0    0     0    21  103   92  0  1 98  0
 0  0      0 1658988 402576 462560    0    0     0     3   72   83  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1658988 402584 462560    0    0     0     2   65   72  0  0 100  0
 2  0      0 1654312 402608 462568    0    0     0    57  211  190  1  1 98  0
 0  0      0 1653436 402632 462652    0    0     0    42  189  155  0  1 99  0
 0  0      0 1653296 402648 462648    0    0     0    34  115  123  0  0 100  0
 0  0      0 1653296 402648 462652    0    0     0     2   67   71  0  0 100  0
 0  0      0 1653312 402648 462652    0    0     0     6   80   77  0  0 100  0
 0  0      0 1652816 402656 462656    0    0     0     9  129  111  0  1 99  0
 0  0      0 1652668 402668 462716    0    0     0     8  123   75  3  0 97  0
 0  0      0 1653052 402560 462768    0    0     0    67  124  123  0  0 99  0
 0  0      0 1655076 402560 462776    0    0     0     3   73   75  0  0 100  0
 0  0      0 1655200 402564 462784    0    0     0    33   94   79  0  1 99  0
 0  0      0 1655200 402576 462780    0    0     0     2   62   72  0  0 100  0
 0  0      0 1655200 402584 462780    0    0     0     6   62   63  0  0 100  0
 1  0      0 1655184 402588 462784    0    0     0     1   84   85  0  0 99  0
 0  0      0 1656720 402588 462784    0    0     0     5   61   66  0  0 100  0
 0  0      0 1659488 402592 462784    0    0     0     5   64   65  0  0 100  0
 0  0      0 1660620 402592 462784    0    0     0     2   69   67  0  0 100  0
yogafire 2017-04-20 00:20:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 1661032 402592 462784    0    0     8     9   34   28  1  0 99  0
 0  0      0 1659960 402604 462812    0    0     0    16  138  107  1  0 99  0
 0  0      0 1659248 402604 462816    0    0     0    28  107   98  0  0 99  0
 0  0      0 1659248 402612 462816    0    0     0    13   62   67  0  0 100  0
 0  0      0 1657604 402612 462816    0    0     0     2  142  133  0  1 99  0
 0  0      0 1656704 402640 462960    0    0     0    93  154  141  0  0 99  0
 0  0      0 1656704 402644 462960    0    0     0     8   66   67  0  0 100  0
 0  0      0 1656952 402648 462960    0    0     0    12   68   67  0  0 100  0
 0  0      0 1656696 402656 462960    0    0     0     1   80   77  0  1 99  0
 0  0      0 1656712 402660 462960    0    0     0     6   75   85  0  0 100  0
 0  0      0 1656712 402660 462960    0    0     0     6   69   73  0  0 100  0
 0  0      0 1654016 402132 468272    0    0     0  1453  507  649  1  1 98  0
 0  0      0 1654372 402136 468276    0    0     0     8   93   96  0  0 99  0
