yogafire 2017-04-15 00:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020  94368 275240 2313184    0    0     0    58  202  140  1  0 99  0
 0  0   3020  94368 275252 2313200    0    0     0     6  137   89  0  0 100  0
 0  0   3020  94088 275272 2313204    0    0     0    24  146  100  0  1 99  0
 0  0   3020  93996 275288 2313204    0    0     0     9  119   90  0  0 100  0
 0  0   3020  93996 275308 2313212    0    0     0    16  141   98  0  0 100  0
 0  0   3020  98408 275348 2313264    0    0     2    67  228  154  1  1 98  0
 0  0   3020  98384 275364 2313260    0    0     0    23  163  105  0  1 99  0
 0  0   3020  98416 275376 2313272    0    0     0     9  102   75  0  0 100  0
 0  0   3020  98416 275388 2313280    0    0     0    10  105   85  0  0 99  0
 0  0   3020  98416 275404 2313284    0    0     0    10  109   81  0  0 100  0
yogafire 2017-04-15 00:20:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   3020  98304 275408 2313284    0    0     0     0    0    1  0  0 99  0
 0  0   3020  98664 275424 2313288    0    0     0    17  129   91  0  0 100  0
 0  0   3020 101952 275440 2313300    0    0     0     7  144   87  0  0 100  0
 0  0   3020 102200 275452 2313300    0    0     0    11  114   85  0  0 100  0
 0  0   3020 102076 275464 2313296    0    0     0     5  101   83  0  0 100  0
 0  0   3020 101020 275488 2313320    0    0     0    47  224  140  2  1 97  0
 0  0   3020 101020 275500 2313324    0    0     0    15  137  116  0  0 100  0
 0  0   3020 101896 275508 2313332    0    0     0    12  113   78  0  0 100  0
 0  0   3020  99692 275520 2313344    0    0     0    40  173  129  0  1 99  0
 0  0   3020  99500 275536 2313356    0    0     0    21  113   86  0  0 100  0
 0  0   3020  99500 275548 2313356    0    0     0     6  125   86  0  0 100  0
 0  0   3020  99376 275552 2313356    0    0     0    13   97   72  0  0 100  0
 2  0   3020 100244 275568 2313364    0    0     0     5  110   83  0  0 100  0
 0  0   3020  99640 275580 2313372    0    0     0     7  120   88  0  0 99  0
 0  0   3020  99516 275592 2313368    0    0     0    10   96   77  0  0 100  0
 0  0   3020 101524 275600 2313372    0    0     0     6  115   81  0  0 100  0
 0  0   3020 102672 275608 2313376    0    0     0     7  121   88  0  0 100  0
 0  0   3020 102672 275624 2313392    0    0     0    12  129   93  0  1 99  0
 0  0   3020 102672 275640 2313384    0    0     0    10   96   73  0  0 100  0
 0  0   3020 102672 275648 2313392    0    0     0     7  126   86  0  0 100  0
 0  0   3020 102672 275668 2313396    0    0     0    12  110   81  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020 102920 275676 2313400    0    0     0     9  135  100  0  2 98  0
 0  0   3020 102920 275692 2313412    0    0     0     7  120   86  0  0 100  0
 0  0   3020 102920 275712 2313412    0    0     0    18  118   80  0  0 100  0
 0  0   3020 102532 275724 2313416    0    0     0     5  123   93  0  0 100  0
 0  0   3020 101912 275728 2313416    0    0     0    14  109   78  0  1 99  0
 0  0   3020 101912 275744 2313416    0    0     0     6  103   75  0  0 100  0
 0  0   3020 101912 275756 2313432    0    0     0     6  138   97  0  0 100  0
 0  0   3020  94972 275792 2313432    0    0     0    85  375  321  1  1 98  0
 0  0   3020  90940 275932 2313612    0    0     0   106  350  277  1  1 98  0
 0  0   3020  90956 275948 2313616    0    0     0    44  128   89  0  0 100  0
 0  0   3020  91088 275968 2313628    0    0     0     7  121   81  0  0 100  0
 0  0   3020  90832 275984 2313632    0    0     0     7  124   88  0  0 100  0
 0  0   3020  90460 275992 2313632    0    0     0    14  134  101  0  1 99  0
 0  0   3020  90460 276004 2313632    0    0     0     7  111   80  0  0 100  0
 0  0   3020  92352 276016 2313640    0    0     0     6  117   85  0  0 100  0
 0  0   3020 100956 276028 2313648    0    0     0     6  111   94  0  1 99  0
 0  0   3020 101036 276040 2313652    0    0     0     8   84   77  0  0 100  0
 0  0   3020 101036 276048 2313652    0    0     0    11  127   96  0  0 100  0
 6  0   3020 100912 276064 2313648    0    0     0     6   97   80  0  0 100  0
 3  0   3020 100888 276080 2313652    0    0     0    10  109   81  0  0 100  0
 0  0   3020 100540 276084 2313668    0    0     0     7  125   88  0  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020 101036 276104 2313668    0    0     0    14  119   81  0  0 100  0
 0  0   3020 101044 276120 2313668    0    0     0     7  145  109  0  0 100  0
 0  0   3020 100840 276128 2313680    0    0     0     5  127  105  0  1 99  0
 1  0   3020 101044 276136 2313684    0    0     0     9   99   85  0  0 100  0
 0  0   3020 101044 276140 2313684    0    0     0     3   89   73  0  0 100  0
 0  0   3020 100920 276148 2313692    0    0     0    12  139  113  0  0 100  0
 2  0   3020 101392 276160 2313688    0    0     0    11  139  105  0  0 99  0
 0  0   3020 101532 276188 2313704    0    0     0    24  128   90  0  0 99  0
 0  0   3020 101532 276196 2313708    0    0     0     8  134   93  0  0 100  0
 0  0   3020 101532 276200 2313708    0    0     0    12  108   80  0  0 100  0
 1  0   3020 101532 276212 2313708    0    0     0     4  109   82  0  0 100  0
 0  0   3020  99392 276228 2313716    0    0     0    33  191  134  1  1 98  0
 0  0   3020  98764 276256 2313784    0    0     0    42  176  111  1  0 99  0
 0  0   3020  98516 276264 2313784    0    0     0     6  105   79  0  0 100  0
 0  0   3020  98532 276276 2313784    0    0     0    13   83   69  0  0 100  0
 0  0   3020  98532 276284 2313788    0    0     0     9  120   93  0  1 99  0
 0  0   3020  98532 276300 2313792    0    0     0     8  112   86  0  0 100  0
 0  0   3020  98656 276316 2313800    0    0     0     9  118   84  0  0 100  0
 7  3   3020  95892 276332 2313816    0    0     9     7  133   99  0  3 97  0
 0  0   3020  98492 276548 2313476    0    0    72   125  305  284  1  6 92  1
 0  0   3020  98492 276560 2313476    0    0     0     5  106   78  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020  98244 276572 2313476    0    0     0    10  115   78  0  0 100  0
 0  0   3020  97492 276604 2313512    0    0     0    36  167  115  1  0 99  0
 0  0   3020  96500 276612 2313520    0    0     0    12  130   91  0  1 99  0
 0  0   3020  95436 276644 2313620    0    0     0    63  273  166  2  1 97  0
 0  0   3020  95336 276652 2313620    0    0     0    10  118   79  0  0 100  0
 2  0   3020  89536 276724 2313680    0    0     0    99  396  317  1  2 98  0
 0  0   3020  89544 276752 2313740    0    0     0    50  125   90  0  0 100  0
 0  0   3020  89544 276764 2313748    0    0     0    26  147   86  0  0 100  0
 0  0   3020  90180 276784 2313740    0    0     0     8  135   83  0  0 100  0
 0  0   3020  89900 276800 2313792    0    0     0    10  156  101  1  1 98  0
 0  0   3020  91468 276828 2313796    0    0     0    40  154   96  0  0 99  0
 0  0   3020  91344 276848 2313792    0    0     0    13  128   82  0  0 100  0
 0  0   3020  92700 276872 2313840    0    0     0    35  191  122  1  0 99  0
 3  0   3020  97500 276888 2313840    0    0     0    11  118   85  0  0 100  0
 0  0   3020  97748 276904 2313852    0    0     0    25  168  111  0  1 99  0
 0  0   3020  97748 276916 2313856    0    0     0     5  117   81  0  0 100  0
 0  0   3020  97872 276928 2313856    0    0     0     6  112   83  0  0 100  0
yogafire 2017-04-15 00:40:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   3020  97780 276944 2313860    0    0     0     0    0    1  0  0 99  0
 0  0   3020  97624 276956 2313864    0    0     0     7   99   74  0  0 100  0
 0  0   3020  99144 276968 2313868    0    0     0    10  147   91  0  0 100  0
 0  0   3020  99392 276980 2313868    0    0     0     5  116   83  0  0 100  0
 0  0   3020  99756 276992 2313872    0    0     0    12  148  103  0  1 99  0
 0  0   3020  99896 277000 2313872    0    0     0     5  101   73  0  0 100  0
 0  0   3020  99896 277016 2313888    0    0     0    11  148   88  0  0 100  0
 0  0   3020 101144 277028 2313888    0    0     0    11  136   88  0  0 100  0
 0  0   3020  98608 277048 2313916    0    0     0    38  212  143  0  1 99  0
 0  0   3020  98368 277052 2313916    0    0     0    16   90   71  0  0 100  0
 0  0   3020  98368 277056 2313924    0    0     0     4  119   82  0  0 100  0
 0  0   3020  98368 277060 2313928    0    0     0     4  124   83  0  0 100  0
 2  0   3020  98244 277068 2313928    0    0     0     7  101   80  0  0 99  0
 0  0   3020  97360 277076 2313944    0    0     0    10  151  101  0  0 99  0
 0  0   3020  97360 277088 2313948    0    0     0     6  138   90  0  0 100  0
 0  0   3020  99268 277104 2313948    0    0     0    13  115   81  0  0 100  0
 0  0   3020  99268 277108 2313948    0    0     0     6  104   76  0  0 100  0
 0  0   3020  99392 277112 2313948    0    0     0    12  108   80  0  1 99  0
 0  0   3020  99392 277116 2313948    0    0     0     5  123   86  0  0 100  0
 0  0   3020  99516 277128 2313964    0    0     0     6  130   88  0  0 100  0
 1  0   3020  99112 277144 2313964    0    0     0    13  141   97  0  2 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020  99648 277156 2313964    0    0     0     9  120   80  0  0 100  0
 0  0   3020  99648 277160 2313972    0    0     0    11  136   87  0  0 100  0
 0  0   3020  99648 277168 2313980    0    0     0     7  132   88  0  0 100  0
 0  0   3020  99524 277172 2313984    0    0     0     8   99   74  0  0 100  0
 0  0   3020  99772 277180 2313984    0    0     0     9  137   92  0  1 99  0
 0  0   3020  99648 277200 2313988    0    0     0     6  110   77  0  0 100  0
 0  0   3020  99896 277212 2313984    0    0     0     9  115   81  0  0 100  0
 0  0   3020  93972 277256 2314040    0    0     0    45  311  247  1  1 98  0
 0  0   3020  93980 277304 2314072    0    0     0    54  135   95  0  0 100  0
 0  0   3020  93980 277308 2314076    0    0     0     5   92   71  0  0 100  0
 0  0   3020  93980 277312 2314072    0    0     0    10  133   97  0  0 100  0
 0  0   3020  93776 277324 2314080    0    0     0     6  121   99  0  1 99  0
 0  0   3020  93980 277324 2314092    0    0     0     8  108   88  0  0 100  0
 0  0   3020  93980 277332 2314096    0    0     0    13  118   94  0  0 100  0
 0  0   3020  98772 277348 2314096    0    0     0     7  143   95  0  0 100  0
 0  0   3020  98880 277356 2314108    0    0     0     9  121   97  0  1 99  0
 0  0   3020  96848 277396 2314144    0    0     0    67  256  178  2  1 97  0
 0  0   3020  96848 277404 2314144    0    0     0    10   95   68  0  0 100  0
 0  0   3020  96600 277416 2314148    0    0     0    15  106   80  0  0 100  0
 4  1   3020  94444 277468 2314340    0    0    20     9  148  105  0  2 98  0
 0  1   3020 153544 298764 2175040    0    0  2041   171 1906 1252  3  5 77 15
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0   3020 1380204 313148 866840    0    0  2417   210 1652 1238  2  7 73 19
 0  1   3020 1958176 305020 245644    0    0  2909   326 1691 1266  2  8 73 18
 0  3   3020 1935344 288780 246032    0    0  4396   781 1533 1145  2  7 70 21
 0  0   3020 1945424 294464 247944    0    0   753    44  418  271  0  1 92  6
 0  0   3020 1945300 294476 247940    0    0     0   137  113   85  0  0 100  0
 0  0   3020 1945176 294488 248028    0    0     5     5  125   93  0  0 100  0
 2  0   3020 1939744 294528 248200    0    0    10    35  237  184  0  1 98  0
 0  0   3020 1939380 294576 248216    0    0     0    43  124   92  0  0 100  0
 0  0   3020 1939380 294580 248228    0    0     0     7  144  102  0  0 100  0
 0  0   3020 1939256 294592 248228    0    0     0    19  133   94  0  0 100  0
 2  0   3020 1939256 294600 248232    0    0     0     2   93   77  0  0 100  0
 0  0   3020 1938884 294612 248248    0    0     0    15  149   99  0  1 99  0
 0  0   3020 1940124 294624 248280    0    0     2     5  146   90  0  0 100  0
 0  0   3020 1941148 294636 248280    0    0     0    11  136   89  0  0 100  0
 0  0   3020 1944932 294652 248284    0    0     0     6  136   95  0  1 99  0
 0  0   3020 1945056 294664 248284    0    0     0     7   98   80  0  0 100  0
 0  0   3020 1945056 294668 248296    0    0     0    11  153   99  0  0 100  0
 0  0   3020 1945180 294676 248296    0    0     0     5   98   75  0  0 100  0
 0  0   3020 1938660 294440 252172    0    0   250    30  242  172  1  2 96  1
 0  0   3020 1939096 294460 252312    0    0     0    15  145   95  0  0 100  0
 0  0   3020 1939096 294472 252316    0    0     0    10  131   97  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020 1939096 294496 252324    0    0     0    18  126   93  0  0 100  0
 0  0   3020 1938832 294500 252324    0    0     0     5  104   85  0  1 99  0
 0  0   3020 1938848 294512 252324    0    0     0    14   99   84  0  0 100  0
 0  0   3020 1938848 294528 252324    0    0     0     6  103   84  0  0 100  0
 0  0   3020 1939864 294532 252328    0    0     0     1  111   80  0  0 100  0
 1  0   3020 1932172 294632 252996    0    0    38    84  438  387  1  2 97  0
 0  0   3020 1930288 294732 253500    0    0    27    65  238  179  1  1 98  1
 0  0   3020 1930296 294740 253548    0    0     0    50  127   86  0  0 100  0
 0  0   3020 1930172 294752 253556    0    0     0     6  101   82  0  0 100  0
 4  0   3020 1929552 294768 253564    0    0     0     7   99   80  0  0 99  0
 0  0   3020 1929304 294792 253568    0    0     0    15  117   84  0  0 99  0
 0  0   3020 1929304 294808 253572    0    0     0     5   99   77  0  0 100  0
 0  0   3020 1930816 294816 253572    0    0     0     7  120   84  0  0 100  0
 0  0   3020 1938916 294836 253584    0    0     0    10  193  118  0  1 99  0
 0  0   3020 1939128 294844 253584    0    0     0     9   90   73  0  0 100  0
 0  0   3020 1939004 294848 253588    0    0     0     4  112   77  0  0 100  0
 0  0   3020 1939128 294864 253588    0    0     0    11  131   84  0  0 100  0
yogafire 2017-04-15 01:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   3020 1939012 294880 253588    0    0     0     0    0    1  0  0 99  0
 1  0   3020 1939004 294888 253604    0    0     0    12  117   79  0  0 100  0
 0  0   3020 1939384 294904 253612    0    0     0    12  174  105  0  0 100  0
 0  0   3020 1939384 294912 253612    0    0     0     5  119   77  0  0 100  0
 0  0   3020 1939384 294924 253612    0    0     0     7  112   80  0  0 100  0
 0  0   3020 1939260 294928 253612    0    0     0     7  111   87  0  1 99  0
 0  0   3020 1939260 294944 253624    0    0     0     6  119   82  0  0 100  0
 0  0   3020 1939384 294952 253624    0    0     0    10  107   74  0  0 100  0
 0  0   3020 1939556 294744 253692    0    0     6    18  199  123  0  0 99  0
 0  0   3020 1938564 294760 253696    0    0     0    15  130   91  0  1 99  0
 0  0   3020 1938564 294772 253696    0    0     0    15  115   85  0  0 100  0
 0  0   3020 1938688 294788 253700    0    0     0     7  119   87  0  0 100  0
 2  0   3020 1938688 294804 253704    0    0     0     7  128   91  0  0 100  0
 0  0   3020 1938440 294812 253720    0    0     0     6  134   91  0  1 99  0
 0  0   3020 1938440 294828 253720    0    0     0     9  105   78  0  0 100  0
 0  0   3020 1940084 294840 253720    0    0     0    15  133   89  0  0 100  0
 0  0   3020 1940084 294848 253720    0    0     0     3   90   76  0  0 100  0
 0  0   3020 1940208 294864 253732    0    0     0    13  141  104  0  1 99  0
 0  0   3020 1940208 294876 253736    0    0     0     6  107   86  0  0 100  0
 0  0   3020 1940332 294888 253736    0    0     0    10  121   91  0  0 100  0
 0  0   3020 1940208 294904 253740    0    0     0     6  102   84  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020 1939960 294916 253756    0    0     0    10  139   98  0  2 98  0
 0  0   3020 1939960 294924 253756    0    0     0    10  118   87  0  0 100  0
 0  0   3020 1939960 294936 253756    0    0     0     9  127   91  0  0 100  0
 0  0   3020 1939960 294944 253756    0    0     0     6  101   83  0  0 100  0
 0  0   3020 1939960 294960 253756    0    0     0    10  110   87  0  1 99  0
 0  0   3020 1939836 294972 253764    0    0     0     6  106   83  0  0 100  0
 0  0   3020 1940084 294980 253772    0    0     0     2  116   89  0  0 100  0
 1  0   3020 1932252 295044 254564    0    0    45    78  404  341  1  1 97  1
 0  0   3020 1927748 295196 255016    0    0    14   143  374  317  1  2 98  0
 0  0   3020 1927748 295208 255016    0    0     0    15  122   93  0  0 100  0
 0  0   3020 1927500 295212 255020    0    0     0    28  111   84  0  0 100  0
 0  0   3020 1926384 295224 255024    0    0     0     7  123   96  0  1 99  0
 0  0   3020 1926260 295240 255036    0    0     0     8  130   95  0  0 100  0
 1  0   3020 1926260 295260 255036    0    0     0    12  151   96  0  0 100  0
 0  0   3020 1926392 295272 255056    0    0     0     9  155  105  0  0 100  0
 3  0   3020 1936216 295296 255048    0    0     0    13  157  112  0  0 99  0
 0  0   3020 1931124 295332 260228    0    0   345    10  162  121  0  1 98  0
 0  0   3020 1931124 295352 260232    0    0     0    11  134   93  0  0 100  0
 0  0   3020 1931124 295360 260232    0    0     0     9  101   76  0  0 100  0
 0  0   3020 1931124 295376 260244    0    0     0     6  100   82  0  0 100  0
 0  0   3020 1930752 295384 260248    0    0     0    11  128   88  0  2 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020 1932132 295400 260260    0    0     0    10  146   94  0  0 100  0
 0  0   3020 1932420 295416 260264    0    0     0     9  152  106  0  0 100  0
 0  0   3020 1932924 295432 260264    0    0     0    12  105   74  0  0 100  0
 0  0   3020 1932676 295448 260272    0    0     0     9  115   83  0  1 99  0
 0  0   3020 1932676 295488 260556    0    0    21    16  128   87  0  0 99  0
 0  0   3020 1932552 295500 260556    0    0     0     7  115   83  0  0 100  0
 0  0   3020 1929760 295508 260600    0    0     4    46  189  144  0  1 99  0
 0  0   3020 1928520 295536 260604    0    0     0    18  119   89  0  1 99  0
 0  0   3020 1928008 295552 260620    0    0     0     8  165  102  0  0 100  0
 0  0   3020 1927884 295572 260624    0    0     0    17  122   83  0  0 100  0
 2  0   3020 1927356 295584 260628    0    0     0     6  118   85  0  1 99  0
 1  0   3020 1927264 295596 260628    0    0     0    13  110   75  0  0 100  0
 0  0   3020 1927264 295620 260636    0    0     0     9  142   92  0  0 100  0
 0  0   3020 1928528 295636 260640    0    0     0     7  125   84  0  0 100  0
 0  0   3020 1930552 295652 260640    0    0     0     9  121   85  0  0 100  0
 0  0   3020 1931048 295668 260652    0    0     0    11  121   88  0  1 99  0
 0  0   3020 1931304 295684 260656    0    0     0    11  116   83  0  0 100  0
 0  0   3020 1931304 295688 260660    0    0     0     5  116   84  0  0 100  0
 0  0   3020 1931304 295712 260664    0    0     0    10  118   85  0  0 100  0
 0  0   3020 1931056 295720 260664    0    0     0     9  116   87  0  2 98  0
 0  0   3020 1931056 295736 260672    0    0     0     7  110   80  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0   3020 1931180 295752 260676    0    0     0    10  130   84  0  0 100  0
 0  0   3020 1931180 295764 260676    0    0     0     8   92   77  0  0 100  0
 0  0   3020 1931428 295772 260680    0    0     0    10   99   79  0  1 99  0
 0  0   3020 1931428 295788 260696    0    0     0     7  132   91  0  0 100  0
 0  0   3020 1931428 295796 260696    0    0     0     4   93   70  0  0 100  0
 0  0   3020 1925116 295844 261616    0    0    54    77  383  314  1  1 98  0
 0  0   3020 1922248 295944 261732    0    0     0    73  230  185  0  1 98  0
 0  0   3020 1922248 295960 261736    0    0     0    35  115   87  0  0 100  0
 0  0   3020 1922124 295976 261732    0    0     0     9  101   79  0  0 100  0
 0  0   3020 1921760 295992 261744    0    0     0     6  118   92  0  1 99  0
 0  0   3020 1921628 295992 261748    0    0     0     9   84   72  0  0 100  0
 0  0   3020 1921628 296004 261748    0    0     0     5  100   82  0  0 100  0
 0  0   3020 1922388 296020 261744    0    0     0     8  106   80  0  0 100  0
 0  0   3020 1928860 296036 261760    0    0     0     7  146  108  0  1 99  0
 0  0   3020 1929312 296048 261768    0    0     0    10  105   87  0  0 100  0
 0  0   3020 1929312 296060 261768    0    0     0     8  121   84  0  0 100  0
 0  0   3020 1929188 296072 261768    0    0     0     8  105   86  0  0 100  0
yogafire 2017-04-15 01:20:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0   3020 1929592 296084 261768    0    0     0     0    0    1  0  0 99  0
 0  0   3020 1929436 296096 261772    0    0     0    10  128   88  0  0 100  0
 0  0   3020 1929816 296112 261784    0    0     0     7   95   78  0  0 100  0
 0  0   3020 1929816 296128 261784    0    0     0     6  148  103  0  0 100  0
 0  0   3020 1929800 296140 261784    0    0     0     7  114   91  0  1 99  0
 0  0   3020 1927072 296208 261960    0    0    10   140  210  135  2  1 98  0
 0  0   3020 1927072 296224 261956    0    0     0     6  111   81  0  0 100  0
 0  0   3020 1927072 296240 261976    0    0     0    21  137   98  0  0 100  0
 2  0   3020 1925808 296256 262004    0    0     2    12  111   90  0  0 99  0
 0  0   3020 1924800 296300 262020    0    0     0    42  141   97  0  1 99  0
 0  0   3020 1924800 296304 262020    0    0     0     3   88   73  0  0 100  0
 0  0   3020 1924676 296316 262020    0    0     0    10  105   83  0  0 100  0
