yogafire 2017-04-17 13:00:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 2697900  83800  93832    0    0     0     7  115   94  0  0 100  0
 1  0      0 2697528  83816  93832    0    0     0     9  106   88  0  1 99  0
 0  0      0 2697776  83832  93840    0    0     0    11  127   98  0  0 100  0
 0  0      0 2697396  83856  93848    0    0     0    13  168  120  0  0 99  0
 0  0      0 2697396  83880  93864    0    0     0    18  120   94  0  0 100  0
 0  0      0 2696364  83896  93864    0    0     0     6  132  103  0  1 99  0
 0  0      0 2696536  83912  93872    0    0     0    16  114   89  0  0 100  0
 0  0      0 2696536  83928  93872    0    0     0     7  101   83  0  0 100  0
 0  0      0 2683740  84160  95760    0    0    46  1369  573  539  3  5 90  1
 0  0      0 2683424  84400  96984    0    0    12   831  444  398  3  2 95  0
 0  0      0 2684068  84444  97020    0    0     2   143  116   91  0  0 99  0
 0  0      0 2683944  84468  97020    0    0     0    22  115   91  0  0 100  0
 0  0      0 2683944  84492  97020    0    0     0    11  120   92  0  0 100  0
 0  0      0 2683936  84508  97036    0    0     0    11  148  105  0  1 99  0
 0  0      0 2683820  84524  97040    0    0     0    23  151  103  0  0 99  0
 0  0      0 2684200  84540  97044    0    0     0     8  132   97  0  0 100  0
 0  0      0 2687744  84564  97048    0    0     0    17  136   94  0  0 100  0
 4  1      0 2690536  84600  97108    0    0     2    70  223  161  1  1 98  0
 0  0      0 2690412  84600  97116    0    0     0    19  121   94  0  0 100  0
 0  0      0 2690412  84600  97116    0    0     0     8  104   92  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 2681756  84608  98360    0    0     2   359  473  281 10  1 88  0
 0  0      0 2682128  84608  97932    0    0     1   204  267  159  3  1 96  0
 0  0      0 2681492  84612  97736    0    0     0    51  199  155  0  0 99  0
 0  0      0 2681492  84612  97736    0    0     0    17  106   94  0  0 100  0
 0  0      0 2681492  84612  97736    0    0     0     8  108  100  0  0 100  0
 0  0      0 2679500  84624  97852    0    0     1    80  286  610  3  1 96  0
 0  0      0 2679004  84624  97860    0    0     0    14  120   86  0  0 100  0
 0  0      0 2679120  84628  97900    0    0     0    34  186  136  1  0 99  0
 0  0      0 2679624  84632  97968    0    0     3   120  304  230  1  1 97  1
 0  0      0 2679732  84632  97988    0    0     0    42  234  157  1  1 98  0
 0  0      0 2679732  84632  98004    0    0     0    29  143  106  0  0 100  0
 0  0      0 2679732  84632  98004    0    0     0     6  113   91  0  0 100  0
 0  0      0 2679484  84632  98004    0    0     0    10  122   95  0  0 99  0
 1  0      0 2673748  85408  98020    0    0    52    40  202  169  1  1 97  1
 0  0      0 2674120  85408  98044    0    0     0    23  177  131  1  0 99  0
 0  0      0 2673592  85412  98132    0    0     3   219  254  179  2  1 95  2
 0  0      0 2673344  85412  98192    0    0     2   150  238  155  2  0 98  0
yogafire 2017-04-17 13:20:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 2673748  85412  98192    0    0    15    30   60   45  1  1 95  3
 0  0      0 2673376  85412  98360    0    0     2   287  376  190  6  1 93  0
 0  0      0 2673376  85412  98360    0    0     0    20  105   81  0  0 100  0
 0  0      0 2673756  85412  98380    0    0     0    22  165  123  0  0 99  0
 0  0      0 2673756  85412  98376    0    0     0    14  137  100  0  1 99  0
 0  0      0 2675492  85412  98444    0    0     3    78  209  136  1  0 99  0
 0  0      0 2674632  85412  98456    0    0     0    16  123   89  0  0 99  0
 0  0      0 2669300  85412  98516    0    0     1   117  252  184  1  1 98  0
 0  0      0 2668680  85416  98528    0    0     0    57  233  166  1  1 98  0
 0  0      0 2668804  85416  98532    0    0     0    14  136   91  0  0 100  0
 0  0      0 2668804  85416  98540    0    0     0    20   99   78  0  0 100  0
 0  0      0 2669176  85416  98540    0    0     0     9  145   97  0  0 99  0
 2  0      0 2668928  85416  98540    0    0     0    25  121   89  0  0 99  0
 0  0      0 2668680  85416  98552    0    0     0     8  124   89  0  0 100  0
 0  0      0 2668936  85416  98552    0    0     0     9  120   83  0  0 100  0
 0  0      0 2672092  85416  98560    0    0     0     9  129   89  0  0 100  0
 0  0      0 2674092  85416  98564    0    0     0     7  108   86  0  0 100  0
 0  0      0 2674464  85416  98572    0    0     0    12  151  111  0  1 99  0
 0  0      0 2674464  85416  98580    0    0     0     9  125   98  0  0 100  0
 0  1      0 2675192  85416  98628    0    0     0    24  177  114  1  0 99  0
 0  0      0 2674264  85420  98744    0    0     0   176  220  162  2  1 97  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 2672968  85420  98724    0    0     0    36  216  143  0  2 98  0
 1  0      0 2672976  85420  98728    0    0     0    13  139  101  0  0 100  0
 0  0      0 2671344  85420  99980    0    0     0    21  235  188  0  0 100  0
 0  0      0 2671472  85420  98752    0    0     0   322  223  212  0  1 99  0
 0  0      0 2671908  85420  98816    0    0     0    54  217  151  1  1 98  0
 0  0      0 2674048  85420  98836    0    0     0    22  149  106  0  0 100  0
 0  0      0 2675452  85420  98840    0    0     0     8  135   91  0  0 100  0
 0  0      0 2676700  85420  98852    0    0     0    17  131   89  0  0 100  0
 0  0      0 2677848  85420  98856    0    0     0    10  162  103  0  1 99  0
 0  0      0 2680476  85420  98860    0    0     0    15  130   90  0  0 100  0
 0  0      0 2680476  85420  98860    0    0     0     5  101   78  0  0 100  0
 1  0      0 2680120  85420  98880    0    0     0    18  232  159  0  1 99  0
 0  0      0 2680004  85420  98888    0    0     0    41  201  118  1  1 98  0
 0  0      0 2680128  85420  98920    0    0     2    22  153  100  0  0 99  0
 0  1      0 2441452  86228 335264    0    0 15824    78  581  351  1  2 76 20
 0  1      0 2260992  87088 512752    0    0 11866    63  590  327  2  3 74 22
 0  1      0 2064104  87304 708428    0    0 13067   135  646  348  8  2 68 22
 0  1      0 1886656  87392 885200    0    0 11789   259  699  454  3  2 70 25
 1  0      0 1580324  87680 1192276    0    0 20496    68  689  405  2  3 74 21
 4  1      0 1448328  87680 1323004    0    0  8706   140  646  330  2  2 75 21
 0  0      0 1442360  87680 1328948    0    0   390    14  145  102  0  1 98  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  1      0 1442484  87680 1328964    0    0     0    51  126   92  0  0 100  0
 0  0      0 1442980  87680 1328964    0    0     0    10  111   86  0  0 99  0
 0  0      0 1443988  87680 1328968    0    0     0     9  170  112  0  1 99  0
 0  0      0 1447144  87680 1328968    0    0     0    10  132   85  0  0 100  0
 0  0      0 1447492  87680 1328988    0    0     0    12  145  107  1  0 99  0
 0  0      0 1446236  87680 1329052    0    0     3   106  279  194  1  0 98  0
 4  0      0 1445336  87680 1329052    0    0     0    13  149  112  0  1 99  0
 0  0      0 1445236  87680 1329060    0    0     0    33  155  115  0  0 100  0
 0  0      0 1445508  87680 1329080    0    0     0     7  148  111  0  0 100  0
 0  0      0 1440368  89472 1331848    0    0   303    46  335  199  0  0 98  2
 0  0      0 1436972  89888 1331936    0    0    28   197  219  146  2  1 98  0
 0  0      0 1436748  89888 1331964    0    0     0    13  179  117  0  1 99  0
 1  0      0 1436748  89888 1331964    0    0     0    17  110   86  0  0 100  0
 0  0      0 1436748  89888 1331964    0    0     0     9  116   84  0  0 100  0
 0  0      0 1438996  89888 1331976    0    0     0    11  143  103  0  0 100  0
 0  0      0 1436740  90664 1332988    0    0   102    61  268  183  1  1 96  1
 0  0      0 1436104  90664 1332988    0    0     0    10  133   95  0  0 100  0
 0  0      0 1426936  94572 1335504    0    0   430   401  547  410  4  1 91  4
 0  0      0 1427184  94572 1335524    0    0     2    88  199  147  1  0 99  0
 0  0      0 1426820  94572 1335564    0    0     0    57  227  143  1  2 97  0
 1  0      0 1426820  94572 1335572    0    0     0    17  143   99  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1425240  94572 1337208    0    0     0   468  328  362  0  1 99  0
 0  0      0 1426620  94572 1337248    0    0     1   142  245  152  1  0 98  0
 0  0      0 1426496  94572 1337248    0    0     0    10  124   88  0  1 99  0
 0  0      0 1426356  94572 1337252    0    0     0    30  184  130  0  0 99  0
 0  0      0 1425852  94584 1337268    0    0     1   149  371  330  0  0 99  0
 0  0      0 1425976  94588 1337252    0    0     0   120  327  297  0  0 99  0
 0  0      0 1425488  94588 1337264    0    0     0    28  215  152  0  1 99  0
 0  0      0 1425876  94588 1337264    0    0     0     8  106   77  0  0 100  0
 0  0      0 1428628  94588 1337272    0    0     0    17  143  101  0  0 100  0
 0  0      0 1428636  94588 1337272    0    0     0     6  131  105  0  1 99  0
 0  0      0 1428520  94588 1337284    0    0     0    14  121   98  0  0 100  0
 0  0      0 1428520  94588 1337284    0    0     0     7   91   79  0  0 100  0
 0  0      0 1428520  94588 1337292    0    0     0    10  107   87  0  0 100  0
 5  0      0 1428272  94588 1337292    0    0     0    11  167  120  0  1 99  0
 0  0      0 1428008  94856 1337328    0    0    20    16  164  121  0  1 99  0
 0  0      0 1428024  94856 1337336    0    0     0    15   95   81  0  0 100  0
 0  0      0 1428520  94856 1337340    0    0     0    21  153  114  0  0 99  0
yogafire 2017-04-17 13:40:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 1428180  94856 1337348    0    0    94    25   58   42  1  1 96  2
 0  0      0 1428304  94856 1337360    0    0     0     9  129  102  0  0 100  0
 0  0      0 1428304  94856 1337360    0    0     0     3  100   85  0  0 100  0
 0  0      0 1427116  94872 1337432    0    0     3   158  265  179  3  1 97  0
 0  0      0 1425804  94872 1337436    0    0     0    15  151  318  0  1 99  0
 0  0      0 1425488  94876 1337456    0    0     0    49  163  130  0  0 99  0
 0  0      0 1425488  94876 1337456    0    0     0     4   99   83  0  0 100  0
 0  0      0 1425628  94876 1337456    0    0     0    19  136   95  0  0 100  0
 0  0      0 1424612  94876 1337472    0    0     0     9  172  129  0  1 99  0
 0  0      0 1424744  94876 1337492    0    0     0    31  214  177  0  0 99  0
 0  0      0 1424900  94876 1337528    0    0     2   127  224  143  1  0 98  0
 0  0      0 1424900  94876 1337536    0    0     0    14  122   91  0  0 100  0
 2  0      0 1424512  94876 1337544    0    0     0    14  162  106  0  1 99  0
 0  0      0 1424148  94876 1337556    0    0     0    14  160  100  0  0 99  0
 0  0      0 1424024  94880 1337656    0    0     2   166  195  130  1  0 98  0
 0  0      0 1424024  94880 1337656    0    0     0    21  111   79  0  0 100  0
 0  0      0 1424272  94880 1337668    0    0     0     4  117   92  0  0 100  0
 0  0      0 1424040  94880 1337680    0    0     0    13  166  102  0  1 99  0
 0  0      0 1424040  94880 1337680    0    0     0     8  124   85  0  0 100  0
 0  0      0 1424040  94884 1337684    0    0     0    16  120   86  0  0 100  0
 0  0      0 1423744  94884 1337684    0    0     0     7  128   90  0  1 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1424536  94884 1337784    0    0     0    50  207  128  1  0 99  0
 0  0      0 1424536  94884 1337792    0    0     0    19  141   91  0  0 100  0
 0  0      0 1424668  94884 1337820    0    0     0    34  169  118  1  0 98  0
 2  0      0 1424668  94884 1337824    0    0     0    16  119   94  0  0 100  0
 0  0      0 1424172  94888 1337828    0    0     0    11  144   94  0  1 99  0
 0  0      0 1424172  94888 1337840    0    0     0     7  131   90  0  0 100  0
 0  0      0 1424412  94888 1337868    0    0     0    23  156  106  1  0 99  0
 0  0      0 1424040  94888 1337860    0    0     0    16  158  106  0  1 99  0
 0  0      0 1424040  94888 1337860    0    0     0    18  132   87  0  0 100  0
 0  0      0 1424048  94888 1337864    0    0     0    10  122   84  0  0 100  0
 0  0      0 1424164  94888 1337912    0    0     0    47  181  125  1  0 99  0
 0  0      0 1423420  94888 1337920    0    0     0    17  184  126  1  1 99  0
 0  0      0 1423668  94888 1337920    0    0     0    47  175   99  1  0 99  0
 0  0      0 1424016  94888 1338016    0    0     0    46  214  126  2  0 98  0
 0  0      0 1423892  94888 1338028    0    0     0    31  196  115  1  1 98  0
 0  0      0 1423712  94888 1338060    0    0     1    23  211  128  1  1 98  0
 0  0      0 1423644  94888 1338076    0    0     0    27  113   83  0  0 100  0
 0  0      0 1423644  94888 1338076    0    0     0    13  116   85  0  0 100  0
 0  0      0 1423248  94888 1338136    0    0     1    54  222  160  1  1 98  0
 0  0      0 1421520  94888 1338132    0    0     0    50  264  181  1  2 97  0
 0  0      0 1422132  94888 1338156    0    0     0    23  176  107  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1422132  94888 1338156    0    0     0     7  131   89  0  0 100  0
 0  0      0 1422132  94888 1338156    0    0     0    19  109   79  0  0 100  0
 0  0      0 1420008  94888 1338172    0    0     0    23  181  129  0  1 99  0
 0  0      0 1409376  94892 1337680    0    0     0   112  364  359  1  1 98  0
 0  0      0 1401588  94892 1337480    0    0     0   141  788  673  4  2 94  0
 0  0      0 1398248  95036 1337284    0    0    10   289  970  923  2  2 96  0
 0  0      0 1396844  95256 1337288    0    0     0   225  548  492  1  1 98  0
 0  0      0 1396660  95272 1337292    0    0     0    21  118   81  0  0 100  0
 0  0      0 1396660  95296 1337300    0    0     0    35  145   92  0  0 100  0
 0  0      0 1384808  98508 1340836    0    0   441   300  443  334  3  1 94  3
 0  0      0 1381436  98940 1342320    0    0   123   327  247  149  1  1 97  1
 0  0      0 1381436  98964 1342324    0    0     0    89  150  110  0  0 99  0
 0  0      0 1384460  98980 1342324    0    0     0    10  133   98  0  0 100  0
 0  0      0 1400952  99028 1342348    0    0     1    78  249  209  1  1 98  0
 2  0      0 1400952  99044 1342356    0    0     0     7  119   95  0  0 100  0
 0  0      0 1400828  99060 1342372    0    0     0    17  159  107  0  1 99  0
 0  0      0 1403232  99084 1342372    0    0     0     8  121   87  0  0 100  0
 0  0      0 1403232  99100 1342380    0    0     0     8  128   83  0  0 100  0
 0  0      0 1401928  99116 1342404    0    0     0    11  203  124  1  2 97  0
 0  0      0 1406356  99184 1342452    0    0     2   122  190  149  1  1 99  0
 0  0      0 1406364  99200 1342452    0    0     0    20  127   86  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1403744  99256 1342488    0    0     1   226  221  154  1  0 98  0
 3  0      0 1400280  99296 1345700    0    0     0   693  559  638  1  1 98  0
 0  0      0 1403108  99312 1342512    0    0     0    24  229  176  0  1 99  0
 0  0      0 1402224  99392 1342568    0    0     0    46  187  134  0  0 100  0
 0  0      0 1403092  99408 1342568    0    0     0    23  112   81  0  0 100  0
 0  0      0 1402968  99432 1342572    0    0     0    11  119   85  0  0 100  0
 0  0      0 1402084  99448 1342588    0    0     0    17  185  120  0  1 99  0
 0  0      0 1404612  99464 1342588    0    0     0     6  162  102  0  0 100  0
 0  0      0 1403976  99616 1342628    0    0    12    10  149  105  0  0 99  0
 0  0      0 1405868  99640 1342644    0    0     0    13  193  134  0  1 99  0
 0  0      0 1407504  99656 1342648    0    0     0    11  161   97  1  0 99  0
 0  0      0 1406148 100080 1343232    0    0    55    77  216  132  1  1 97  1
 0  0      0 1407164 100088 1343248    0    0     0     5  181  120  1  0 99  0
 0  0      0 1407536 100112 1343268    0    0     0    58  183  124  1  1 99  0
 0  0      0 1407536 100120 1343268    0    0     0     6  140   94  0  0 100  0
 0  0      0 1405800 100144 1343276    0    0     0    22  187  122  0  0 99  0
 0  0      0 1406304 100160 1343280    0    0     0    28  164   99  0  0 99  0
yogafire 2017-04-17 14:00:02
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 1404452 100484 1343296    0    0    72    22   56   41  1  1 96  2
 0  0      0 1402528 100588 1343368    0    0     0   221  331  213  3  1 95  0
 0  0      0 1386004 100716 1343376    0    0     2   481  367  229  4  1 94  0
 0  0      0 1401496 100872 1343428    0    0     2   216  399  248  6  1 93  0
 0  0      0 1401380 100888 1343476    0    0     0    17  181  121  0  1 99  0
 0  0      0 1401256 100912 1343480    0    0     0    13  135   90  0  0 100  0
 0  0      0 1383764 101020 1343560    0    0     0   100  323  240  3  1 96  0
 0  0      0 1378880 101560 1343768    0    0    40   162  412  285  3  3 93  1
 0  0      0 1400952 101640 1343752    0    0     0   210  272  169  2  1 97  0
 0  0      0 1401248 101688 1343780    0    0     1    45  193  122  1  0 99  0
 0  0      0 1401752 101720 1343780    0    0     0    25  147  105  0  0 100  0
 0  0      0 1401612 101736 1343784    0    0     0    17  189  129  0  0 100  0
 1  0      0 1400504 101752 1343788    0    0     0    11  146  105  0  1 99  0
 0  0      0 1397664 102196 1344228    0    0    21   275  450  298  6  2 92  0
 0  0      0 1398116 102260 1344236    0    0     2   373  281  195  1  1 98  0
 0  0      0 1398116 102280 1344236    0    0     0    45  169  105  0  0 100  0
 0  0      0 1398480 102312 1344232    0    0     0    73  205  130  1  1 98  0
 0  0      0 1398612 102352 1344344    0    0     0    55  187  127  1  0 99  0
 0  0      0 1399364 102368 1344348    0    0     0    41  161  108  0  0 99  0
 0  0      0 1399984 102392 1344344    0    0     0    24  154  102  0  0 99  0
 1  0      0 1397728 102424 1344368    0    0     0    29  226  141  0  2 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1397868 102448 1344368    0    0     0    22  255  213  0  0 99  0
 0  0      0 1396736 102484 1344388    0    0     0    53  241  160  1  1 98  0
 0  0      0 1396612 102508 1344488    0    0     0    31  209  136  1  1 99  0
 0  0      0 1395108 102560 1344564    0    0     0    46  329  190  2  1 97  0
 0  0      0 1397504 102616 1344616    0    0     2   286  228  138  1  0 99  0
 0  0      0 1399124 102656 1344648    0    0     0    37  208  126  1  0 99  0
 0  0      0 1398628 102668 1344648    0    0     0    21  130   84  0  0 100  0
 0  0      0 1398060 102692 1344660    0    0     0    14  150   96  0  1 99  0
 0  0      0 1398132 102708 1344660    0    0     0     9  128   94  0  0 100  0
 0  0      0 1398008 102724 1344676    0    0     0    13  177  128  0  0 100  0
 0  0      0 1398760 102748 1344700    0    0     0    12  163  106  1  0 99  0
 0  0      0 1399348 102780 1344700    0    0     0    38  166  119  0  1 99  0
 0  0      0 1399868 102792 1344720    0    0     0    12  176  123  0  0 100  0
 0  0      0 1399868 102808 1344720    0    0     0     7  132   95  0  0 100  0
 0  0      0 1399868 102832 1344732    0    0     0    18  151   98  0  0 100  0
 0  0      0 1399992 102852 1344516    0    0     0    21  205  134  0  1 98  0
 0  0      0 1399364 102912 1344636    0    0     0    60  335  192  5  1 94  0
 0  0      0 1398224 102988 1344616    0    0     2   143  257  179  1  1 97  0
 0  0      0 1394736 103020 1344676    0    0     3    53  254  142  2  2 96  0
 0  0      0 1394084 103036 1344684    0    0     0    36  201  130  0  1 98  0
 0  0      0 1394240 103056 1344744    0    0     0    27  159  104  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  1      0 1391140 103068 1344644    0    0     0    23  161  103  0  0 99  0
 0  0      0 1390892 103112 1344664    0    0     1    81  148  117  1  0 99  0
 0  0      0 1389140 103144 1344684    0    0     0    18  188  127  0  1 99  0
 0  0      0 1388752 103332 1344696    0    0     9    68  228  137  0  0 99  0
 0  0      0 1388744 103364 1344712    0    0     0    25  202  127  0  0 100  0
 0  0      0 1388628 103388 1344716    0    0     0    42  154  100  0  0 100  0
 0  0      0 1388520 103404 1344724    0    0     0    10  156  118  0  1 99  0
 0  0      0 1387396 104276 1344788    0    0    60    46  168  117  0  0 99  1
 0  0      0 1388404 104312 1344792    0    0     0    18  155  111  0  0 100  0
 0  0      0 1390032 104408 1344896    0    0     2   174  309  215  2  1 97  0
 0  0      0 1389560 104456 1344872    0    0     3    96  189  133  0  1 98  0
 0  0      0 1391288 104468 1344888    0    0     0    14  126   89  0  0 100  0
 0  0      0 1391288 104480 1344908    0    0     0    21  159  108  0  0 100  0
 0  0      0 1387868 107328 1345272    0    0   234    21  162  110  0  0 98  2
 0  0      0 1381996 110596 1345800    0    0   259   220  300  206  1  1 95  3
 0  0      0 1381360 111564 1346008    0    0    74    80  143  115  0  0 99  1
 0  0      0 1381872 111580 1346020    0    0     0     9  144   94  0  0 100  0
 0  0      0 1381880 111592 1346020    0    0     0    20  123   94  0  0 100  0
 0  0      0 1381180 111624 1346016    0    0     0    19  191  135  0  2 98  0
 0  0      0 1377800 111648 1346180    0    0     7    34  288  187  1  1 97  0
 0  0      0 1372412 111776 1346276    0    0     5   171  351  268  2  1 97  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 1364776 111868 1349912    0    0    10  1264  690  665  2  2 96  0
 0  0      0 1364652 111884 1349912    0    0     0    12  122   92  0  1 99  0
 0  0      0 1364652 111904 1349912    0    0     0    11   94   80  0  0 100  0
 0  0      0 1364652 111916 1349912    0    0     0    14   91   78  0  0 100  0
 0  0      0 1365272 111924 1349912    0    0     0     2   89   76  0  0 100  0
 0  0      0 1366820 111932 1349928    0    0     8     6  120   88  0  1 99  0
 0  0      0 1372528 111948 1350024    0    0     0     6  113   80  0  0 100  0
 0  0      0 1374784 111960 1350040    0    0     0     5  206  126  0  0 99  0
 0  0      0 1371776 111992 1350056    0    0     0    28  222  150  0  1 99  0
 0  0      0 1369528 112032 1350088    0    0     1    88  220  152  1  1 98  0
 0  0      0 1368628 112052 1350236    0    0    10    35  180  121  0  0 99  0
 0  0      0 1368380 112072 1350336    0    0     7    16  182  131  0  0 98  1
 0  0      0 1365356 112096 1350368    0    0     0    18  241  149  1  1 99  0
 0  0      0 1364488 112136 1350380    0    0     0    51  212  134  1  1 99  0
 0  0      0 1364496 112160 1350384    0    0     0    15  141   97  0  0 100  0
 0  0      0 1357524 115152 1352100    0    0   315    48  288  214  1  0 93  6
 0  0      0 1353616 116792 1352672    0    0   142   104  205  132  1  0 98  1
yogafire 2017-04-17 14:20:01
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0      0 1352784 116800 1352684    0    0    58    22   55   40  1  1 97  2
 0  0      0 1353220 116824 1352676    0    0     0    14  150  105  0  0 100  0
 0  0      0 1354740 116836 1352684    0    0     0     6  138   94  0  0 100  0
 0  0      0 1351872 118344 1354460    0    0   187    86  264  176  2  1 96  1
 0  0      0 1346180 118392 1354460    0    0     0    41  224  161  1  2 97  0
 0  0      0 1346180 118408 1354484    0    0     0    61  138   94  0  0 100  0
 0  0      0 1345800 118432 1354508    0    0     0    26  250  158  1  0 98  0
 0  0      0 1345800 118448 1354508    0    0     0    17  114   92  0  0 100  0
 0  0      0 1344296 118476 1354656    0    0    10    14  160  121  0  1 99  0
 0  0      0 1342336 118664 1355768    0    0    84    23  216  146  1  1 97  2
 0  0      0 1341840 118676 1355776    0    0     0    25  119   91  0  0 100  0
 0  0      0 1341744 118692 1355816    0    0     2    12  160  116  0  0 99  0
 2  0      0 1341292 118708 1355816    0    0     0    12  132  101  0  0 99  0
 0  0      0 1341216 118736 1355976    0    0     0    34  240  171  0  0 99  0
 1  0      0 1339208 118760 1355920    0    0     1    27  181  123  0  1 99  0
